time[ms], HeartBeat(RGB), HeartBeat(IR), HeartBeat(depth), Breathing(depth)
15136.436, 115.576, 3993.622, 1164.258, 1164.47
15136.469, 115.6221, 3994.691, 1164.156, 1164.343
15136.502, 115.6927, 3993.018, 1163.781, 1164.089
15136.536, 115.8102, 3992.572, 1163.746, 1163.96
15136.569, 115.8717, 3992.565, 1163.368, 1163.663
15136.602, 115.8683, 3992.71, 1163.193, 1163.459
15136.636, 115.8497, 3991.257, 1163.224, 1163.347
15136.669, 115.8356, 3993.266, 1162.93, 1163.05
15136.702, 115.7707, 3998.208, 1162.62, 1162.748
15136.736, 115.7446, 4002.678, 1162.271, 1162.411
15136.769, 115.6665, 4003.151, 1161.871, 1162.047
15136.802, 115.616, 3999.929, 1161.372, 1161.624
15136.836, 115.6759, 3999.142, 1161.205, 1161.391
15136.869, 115.7063, 3999.791, 1160.955, 1161.082
15136.902, 115.7779, 3996.918, 1160.575, 1160.727
15136.936, 115.8622, 3995.865, 1160.558, 1160.51
15136.969, 115.8706, 3995.298, 1160.458, 1160.266
15137.002, 115.9492, 3994.517, 1159.96, 1159.874
15137.036, 116.0648, 4009.201, 1159.717, 1159.616
15137.069, 116.1508, 4023.684, 1159.546, 1159.41
15137.102, 116.2226, 4029.577, 1159.31, 1159.189
15137.136, 116.2128, 4039.559, 1159.278, 1159.085
15137.169, 116.2453, 4047.24, 1159.009, 1158.826
15137.202, 116.2362, 4051.624, 1158.699, 1158.608
15137.236, 116.1912, 4053.63, 1158.402, 1158.37
15137.269, 116.1392, 4050.11, 1158.245, 1158.206
15137.302, 116.0627, 4046.795, 1158.076, 1158.064
15137.336, 116.0008, 4042.15, 1157.766, 1157.833
15137.369, 115.9744, 4035.925, 1157.54, 1157.607
15137.402, 115.9808, 4028.889, 1157.292, 1157.356
15137.436, 115.9683, 4023.97, 1157.106, 1157.135
15137.469, 115.9247, 4019.349, 1157.155, 1157.027
15137.502, 115.9104, 4016.226, 1156.823, 1156.801
15137.536, 115.9048, 4017.111, 1156.975, 1156.796
15137.569, 115.885, 4019.493, 1157.04, 1156.765
15137.602, 115.8742, 4021.141, 1156.887, 1156.662
15137.636, 115.8508, 4029.93, 1156.836, 1156.603
15137.669, 115.8365, 4037.694, 1156.745, 1156.532
15137.702, 115.8338, 4044.526, 1156.471, 1156.412
15137.736, 115.8775, 4048.01, 1156.084, 1156.229
15137.769, 115.916, 4051.242, 1155.778, 1156.046
15137.802, 115.8983, 4054.414, 1155.708, 1155.956
15137.836, 115.9397, 4053.239, 1155.534, 1155.789
15137.869, 116.0086, 4054.134, 1155.306, 1155.538
15137.902, 116.0979, 4052.793, 1155.283, 1155.403
15137.936, 116.1076, 4050.091, 1155.34, 1155.336
15137.969, 116.1416, 4048.958, 1155.54, 1155.339
15138.002, 116.0935, 4047.262, 1155.687, 1155.34
15138.036, 116.0734, 4044.907, 1155.714, 1155.336
15138.069, 116.0528, 4042.641, 1155.571, 1155.277
15138.102, 116.0046, 4040.439, 1155.466, 1155.255
15138.136, 115.9794, 4040.977, 1155.516, 1155.325
15138.169, 116.0205, 4042.019, 1155.289, 1155.254
15138.202, 116.0085, 4037.954, 1155.19, 1155.295
15138.236, 115.9808, 4034.94, 1155.066, 1155.257
15138.269, 115.9937, 4031.216, 1154.979, 1155.189
15138.302, 115.9962, 4030.157, 1154.903, 1155.114
15138.336, 115.9496, 4030.284, 1154.889, 1155.057
15138.369, 116.0394, 4029.769, 1155.014, 1155.054
15138.402, 116.1049, 4028.783, 1154.981, 1154.984
15138.436, 116.1558, 4030.612, 1155.1, 1155
15138.469, 116.168, 4034.793, 1154.875, 1154.853
15138.502, 116.1575, 4035.884, 1154.803, 1154.789
15138.536, 116.1322, 4035.74, 1154.86, 1154.775
15138.569, 116.0711, 4034.26, 1154.955, 1154.835
15138.602, 116.0708, 4030.219, 1155.116, 1154.95
15138.636, 116.0184, 4028.272, 1154.878, 1154.874
15138.669, 115.9995, 4024.018, 1154.819, 1154.857
15138.702, 116.0198, 4025.04, 1154.694, 1154.782
15138.736, 116.0731, 4027.133, 1154.596, 1154.716
15138.769, 116.1347, 4030.738, 1154.505, 1154.647
15138.802, 116.1154, 4035.045, 1154.608, 1154.706
15138.836, 116.0405, 4038.188, 1154.817, 1154.772
15138.869, 115.9427, 4039.018, 1155.033, 1154.861
15138.902, 115.8912, 4041.748, 1155.064, 1154.86
15138.936, 115.8782, 4040.109, 1155.184, 1154.927
15138.969, 115.8878, 4039.092, 1154.943, 1154.865
15139.002, 115.9124, 4037.59, 1154.87, 1154.872
15139.036, 115.9616, 4039.019, 1154.666, 1154.822
15139.069, 116.008, 4039.823, 1154.273, 1154.626
15139.102, 116.067, 4039.897, 1154.325, 1154.628
15139.136, 116.0484, 4037.522, 1154.7, 1154.735
15139.169, 116.0352, 4039.005, 1154.886, 1154.794
15139.202, 116.0159, 4036.853, 1155.024, 1154.855
15139.236, 116.0165, 4039.19, 1155.021, 1154.871
15139.269, 116.022, 4036.63, 1154.885, 1154.809
15139.302, 115.9896, 4033.112, 1155.171, 1154.957
15139.336, 115.9563, 4031.088, 1155.731, 1155.29
15139.369, 115.9642, 4030.598, 1155.811, 1155.433
15139.436, 115.955, 4029.663, 1155.848, 1155.593
15139.469, 115.9236, 4030.163, 1156.182, 1155.874
15139.502, 115.8697, 4029.232, 1156.242, 1156.043
15139.536, 115.8713, 4028.091, 1156.415, 1156.296
15139.569, 115.9286, 4030.238, 1156.16, 1156.321
15139.602, 116.0037, 4033.134, 1156.26, 1156.488
15139.636, 116.055, 4034.651, 1156.588, 1156.762
15139.669, 116.108, 4033.668, 1156.889, 1156.939
15139.702, 116.1005, 4034.72, 1157.334, 1157.199
15139.736, 116.15, 4036.096, 1157.482, 1157.356
15139.769, 116.1831, 4034.746, 1157.701, 1157.543
15139.802, 116.1957, 4033.917, 1158.072, 1157.851
15139.836, 116.1628, 4032.896, 1158.303, 1158.138
15139.869, 116.1413, 4026.866, 1158.615, 1158.431
15139.902, 116.1062, 4023.082, 1158.63, 1158.609
15139.936, 116.1158, 4019.816, 1158.754, 1158.785
15139.969, 116.1129, 4017.494, 1158.509, 1158.751
15140.002, 116.1123, 4017.86, 1158.449, 1158.842
15140.036, 116.0943, 4022.477, 1157.996, 1158.677
15140.069, 116.0703, 4024.634, 1157.22, 1158.238
15140.102, 116.0289, 4026.893, 1156.779, 1157.869
15140.136, 115.9643, 4029.26, 1156.666, 1157.594
15140.169, 115.9469, 4030.721, 1156.533, 1157.238
15140.202, 115.9786, 4029.937, 1156.838, 1157.095
15140.236, 115.9854, 4029.686, 1156.955, 1156.868
15140.269, 115.9985, 4032.333, 1157.168, 1156.771
15140.302, 116.0261, 4033.679, 1157.37, 1156.766
15140.336, 116.1036, 4036.909, 1157.519, 1156.764
15140.369, 116.1485, 4037.375, 1157.33, 1156.712
15140.402, 116.1216, 4035.76, 1157.557, 1156.923
15140.436, 116.099, 4026.655, 1157.612, 1157.082
15140.469, 116.0579, 4018.307, 1157.716, 1157.292
15140.502, 116.0282, 4010.794, 1157.967, 1157.599
15140.536, 115.9783, 4004.969, 1158.144, 1157.86
15140.569, 115.9716, 3998.155, 1158.651, 1158.301
15140.602, 115.9622, 3994.975, 1158.739, 1158.536
15140.636, 115.9844, 3994.483, 1158.672, 1158.648
15140.669, 115.9628, 3996.732, 1158.611, 1158.764
15140.702, 115.9073, 4001.523, 1158.587, 1158.835
15140.736, 115.8578, 4006.47, 1158.557, 1158.821
15140.769, 115.8405, 4009.633, 1158.652, 1158.914
15140.802, 116.0459, 4011.685, 1158.793, 1159.021
15140.836, 116.2531, 4015.004, 1158.887, 1159.064
15140.869, 116.406, 4015.2, 1159.05, 1159.165
15140.902, 116.5573, 4013.494, 1159.35, 1159.281
15140.936, 116.6518, 4014.796, 1159.639, 1159.465
15140.969, 116.6913, 4017.474, 1159.8, 1159.613
15141.002, 116.6961, 4019.687, 1159.741, 1159.643
15141.036, 116.6471, 4021.818, 1159.583, 1159.609
15141.069, 116.548, 4018.097, 1159.831, 1159.827
15141.102, 116.4251, 4013.856, 1159.896, 1159.912
15141.136, 116.3745, 4009.903, 1160, 1160.028
15141.169, 116.3313, 4008.967, 1160.065, 1160.143
15141.202, 116.2758, 4004.252, 1160.263, 1160.298
15141.236, 116.2815, 4001.121, 1160.499, 1160.488
15141.269, 116.2868, 3997.64, 1160.497, 1160.501
15141.302, 116.2816, 3996.737, 1160.653, 1160.608
15141.336, 116.3275, 3998.277, 1160.837, 1160.768
15141.369, 116.334, 3997.192, 1160.802, 1160.822
15141.402, 116.3315, 3994.928, 1160.959, 1160.925
15141.436, 116.32, 3996.623, 1161.104, 1161.069
15141.469, 116.3194, 3999.693, 1161.113, 1161.135
15141.502, 116.3629, 4003.593, 1161.088, 1161.169
15141.536, 116.4068, 4003.567, 1161.342, 1161.342
15141.569, 116.468, 4002.925, 1161.578, 1161.521
15141.602, 116.6044, 4003.527, 1161.875, 1161.761
15141.636, 116.6676, 4002.891, 1162.131, 1161.95
15141.669, 116.7356, 4003.946, 1162.091, 1161.982
15141.702, 116.7256, 3999.505, 1162.114, 1162.071
15141.736, 116.7475, 3998.883, 1161.974, 1162.095
15141.769, 116.7239, 3997.531, 1162.095, 1162.207
15141.802, 116.6869, 3995.442, 1162.257, 1162.356
15141.836, 116.6573, 3995.954, 1162.343, 1162.454
15141.869, 116.5668, 3993.938, 1162.326, 1162.47
15141.902, 116.5559, 3991.645, 1162.328, 1162.478
15141.936, 116.4844, 3991.098, 1162.406, 1162.489
15141.969, 116.5011, 3990.746, 1162.558, 1162.577
15142.002, 116.5068, 3991.824, 1162.638, 1162.654
15142.036, 116.5167, 3994.83, 1162.881, 1162.783
15142.069, 116.5508, 3997.6, 1162.815, 1162.791
15142.102, 116.5469, 4001.544, 1162.85, 1162.818
15142.136, 116.8411, 4004.066, 1162.868, 1162.827
15142.169, 117.0665, 4006.621, 1162.883, 1162.86
15142.202, 117.2227, 4007.378, 1162.653, 1162.805
15142.236, 117.3079, 4008.092, 1162.761, 1162.892
15142.269, 117.332, 4007.699, 1162.835, 1162.947
15142.302, 117.3846, 4007.309, 1163.02, 1163.027
15142.336, 117.3507, 4007.488, 1163.139, 1163.062
15142.369, 117.2961, 4004.522, 1163.198, 1163.086
15142.402, 117.2422, 4002.677, 1163.168, 1163.09
15142.436, 117.1603, 4001.517, 1163.231, 1163.166
15142.469, 117.1857, 4001.98, 1163.342, 1163.267
15142.502, 117.1931, 3999.865, 1163.461, 1163.363
15142.536, 117.2687, 3999.631, 1163.386, 1163.368
15142.569, 117.249, 3998.977, 1163.27, 1163.325
15142.602, 117.2221, 4000.928, 1163.049, 1163.233
15142.636, 117.1963, 4003.124, 1162.86, 1163.135
15142.669, 117.1507, 4007.522, 1162.9, 1163.136
15142.702, 117.1221, 4010.639, 1162.856, 1163.089
15142.736, 117.1009, 4011.942, 1162.857, 1163.02
15142.769, 117.1005, 4015.139, 1162.81, 1162.917
15142.802, 117.1858, 4017.035, 1162.837, 1162.846
15142.836, 117.2343, 4016.914, 1162.844, 1162.775
15142.902, 117.2774, 4017.767, 1162.891, 1162.744
15142.936, 117.3213, 4018.742, 1162.845, 1162.723
15142.969, 117.2887, 4020.973, 1162.632, 1162.615
15143.002, 117.2675, 4019.208, 1162.671, 1162.631
15143.036, 117.2373, 4018.079, 1162.827, 1162.687
15143.069, 117.2218, 4018.772, 1162.863, 1162.707
15143.102, 117.2183, 4017.705, 1163.021, 1162.808
15143.136, 117.2279, 4015.923, 1162.983, 1162.843
15143.169, 117.2484, 4014.575, 1163.234, 1163.026
15143.202, 117.2251, 4014.979, 1163.104, 1163.022
15143.236, 117.2502, 4017.824, 1163.211, 1163.112
15143.269, 117.2003, 4019.153, 1163.188, 1163.145
15143.302, 117.1817, 4014.5, 1163.059, 1163.129
15143.336, 117.1517, 4008.905, 1163.162, 1163.204
15143.369, 117.0982, 4003.9, 1163.05, 1163.18
15143.402, 117.0701, 4000.306, 1162.953, 1163.14
15143.436, 117.0583, 3998.811, 1163.028, 1163.16
15143.469, 117.0968, 3999.85, 1162.968, 1163.111
15143.502, 117.1546, 4003.198, 1162.901, 1163.031
15143.536, 117.1418, 4007.126, 1162.892, 1163.004
15143.569, 117.1262, 4010.247, 1162.974, 1162.999
15143.602, 117.2147, 4010.022, 1163.062, 1163.005
15143.636, 117.1899, 4008.755, 1162.905, 1162.892
15143.669, 117.1742, 4008.502, 1163.071, 1162.959
15143.702, 117.1121, 4008.943, 1162.998, 1162.939
15143.736, 117.0986, 4005.528, 1162.949, 1162.917
15143.769, 117.1398, 4005.454, 1162.722, 1162.8
15143.802, 117.1284, 4003.828, 1162.845, 1162.854
15143.836, 117.1293, 4005.095, 1162.847, 1162.875
15143.869, 117.1327, 4006.36, 1163.002, 1162.927
15143.902, 117.14, 4007.201, 1163.082, 1162.978
15143.936, 117.1309, 4009.293, 1163.15, 1163.021
15143.969, 117.0982, 4012.845, 1163.312, 1163.135
15144.002, 117.1066, 4014.85, 1163.168, 1163.091
15144.036, 117.0858, 4017.301, 1162.905, 1162.98
15144.069, 117.0817, 4018.653, 1162.888, 1162.99
15144.102, 117.1291, 4017.019, 1162.729, 1162.939
15144.136, 117.1468, 4015.141, 1162.762, 1162.917
15144.169, 117.1808, 4014.517, 1162.887, 1162.95
15144.202, 117.2565, 4015.53, 1162.878, 1162.919
15144.236, 117.2633, 4013.935, 1162.473, 1162.682
15144.269, 117.2986, 4011.77, 1162.356, 1162.561
15144.302, 117.2349, 4010.943, 1162.039, 1162.298
15144.336, 117.2202, 4008.6, 1161.977, 1162.208
15144.369, 117.1937, 4006.846, 1161.87, 1162.058
15144.402, 117.1897, 4007.464, 1161.719, 1161.857
15144.436, 117.1914, 4007.091, 1161.533, 1161.634
15144.469, 117.2449, 4005.754, 1161.495, 1161.511
15144.502, 117.2649, 4003.779, 1161.459, 1161.376
15144.536, 117.2875, 4004.755, 1161.303, 1161.226
15144.569, 117.3047, 4006.805, 1160.984, 1161.018
15144.602, 117.29, 4004.917, 1160.687, 1160.784
15144.636, 117.2312, 4006.114, 1160.418, 1160.573
15144.669, 117.4563, 4007.402, 1160.243, 1160.339
15144.702, 117.6553, 4008.966, 1159.988, 1160.084
15144.736, 117.7998, 4010.194, 1159.801, 1159.896
15144.769, 117.9982, 4010.602, 1159.71, 1159.739
15144.802, 118.1429, 4012.964, 1159.291, 1159.411
15144.836, 118.1957, 4011.818, 1159.206, 1159.247
15144.869, 118.1787, 4010.265, 1158.997, 1159.006
15144.902, 118.1193, 4009.086, 1158.777, 1158.748
15144.936, 118.0472, 4006.45, 1158.664, 1158.589
15144.969, 117.7336, 4003.828, 1158.562, 1158.426
15145.002, 117.5093, 4003.493, 1158.597, 1158.379
15145.036, 117.3397, 4002.559, 1158.676, 1158.368
15145.069, 117.1939, 4000.196, 1158.519, 1158.246
15145.102, 117.1725, 3998.752, 1158.627, 1158.283
15145.136, 117.1501, 4001.581, 1158.25, 1158.135
15145.169, 117.2002, 4002.672, 1157.932, 1157.967
15145.202, 117.2624, 4002.69, 1157.558, 1157.761
15145.236, 117.3593, 4002.716, 1157.511, 1157.689
15145.269, 117.4367, 4002.608, 1157.634, 1157.688
15145.302, 117.4684, 4004.558, 1157.308, 1157.463
15145.336, 117.4665, 4004.818, 1157.361, 1157.403
15145.369, 117.4739, 4006.742, 1157.272, 1157.266
15145.402, 117.4101, 4005.946, 1157.178, 1157.156
15145.436, 117.4393, 4007.513, 1157.11, 1157.041
15145.469, 117.49, 4006.87, 1156.942, 1156.896
15145.502, 117.5075, 4005.467, 1156.976, 1156.891
15145.536, 117.5255, 4003.107, 1156.867, 1156.802
15145.569, 117.5425, 3999.748, 1156.688, 1156.654
15145.602, 117.5934, 4001.124, 1156.655, 1156.594
15145.636, 117.6109, 4000.038, 1156.587, 1156.565
15145.669, 117.6654, 4000.51, 1156.698, 1156.607
15145.702, 117.6407, 3999.404, 1156.625, 1156.578
15145.736, 117.6828, 3997.503, 1156.399, 1156.441
15145.769, 117.6435, 3995.844, 1156.388, 1156.427
15145.802, 117.6188, 3994.901, 1156.246, 1156.299
15145.836, 117.5653, 3993.175, 1156.103, 1156.164
15145.869, 117.5209, 3993.16, 1156.051, 1156.102
15145.902, 117.5124, 3993.863, 1155.962, 1156.053
15145.936, 117.5549, 3994.955, 1155.816, 1155.942
15145.969, 117.5918, 3996.259, 1155.714, 1155.797
15146.002, 117.6492, 4005.491, 1155.593, 1155.671
15146.036, 117.7112, 4013.897, 1155.312, 1155.458
15146.069, 117.7594, 4020.433, 1155.137, 1155.3
15146.102, 117.8049, 4024.228, 1155.008, 1155.136
15146.136, 117.8382, 4024.952, 1154.986, 1155.041
15146.169, 117.8806, 4026.033, 1154.75, 1154.847
15146.202, 117.9171, 4025.552, 1154.537, 1154.623
15146.236, 117.9527, 4024.525, 1154.317, 1154.393
15146.269, 117.9736, 4023.325, 1154.063, 1154.172
15146.302, 118.0044, 4023.623, 1153.946, 1154.015
15146.336, 118.0091, 4024.814, 1153.685, 1153.791
15146.369, 117.9786, 4025.457, 1153.687, 1153.687
15146.436, 117.9769, 4024.701, 1153.57, 1153.511
15146.469, 118.0053, 4026.328, 1153.565, 1153.425
15146.502, 117.9945, 4026.688, 1153.745, 1153.434
15146.536, 117.9574, 4027.03, 1153.561, 1153.314
15146.569, 117.9084, 4027.295, 1153.495, 1153.279
15146.602, 117.9433, 4031.604, 1153.398, 1153.234
15146.636, 117.9458, 4033.502, 1153.085, 1153.073
15146.669, 117.9737, 4033.357, 1153.223, 1153.134
15146.702, 117.9716, 4031.309, 1153.011, 1153.031
15146.736, 117.9335, 4027.913, 1152.742, 1152.859
15146.769, 117.8986, 4025.409, 1152.692, 1152.812
15146.802, 117.8616, 4022.972, 1152.754, 1152.8
15146.836, 117.8582, 4019.144, 1152.756, 1152.754
15146.869, 117.8839, 4017.313, 1152.912, 1152.796
15146.902, 117.8733, 4015.934, 1152.773, 1152.688
15146.936, 117.91, 4015.7, 1152.718, 1152.634
15146.969, 117.9228, 4014.881, 1152.644, 1152.587
15147.002, 117.9487, 4012.423, 1152.599, 1152.534
15147.036, 117.9033, 4012.125, 1152.726, 1152.604
15147.069, 117.9025, 4013.104, 1152.76, 1152.668
15147.102, 117.8892, 4015.857, 1152.626, 1152.605
15147.136, 117.8533, 4019.292, 1152.512, 1152.556
15147.169, 117.8624, 4020.786, 1152.341, 1152.481
15147.202, 117.8756, 4025.585, 1152.421, 1152.478
15147.236, 117.8582, 4029.247, 1152.289, 1152.414
15147.269, 117.8661, 4028.305, 1152.071, 1152.272
15147.302, 117.8707, 4024.985, 1152.074, 1152.213
15147.336, 117.8586, 4023.886, 1152.163, 1152.227
15147.369, 117.8372, 4021.889, 1152.331, 1152.226
15147.402, 117.8092, 4017.842, 1152.568, 1152.301
15147.436, 117.8266, 4015.045, 1152.61, 1152.354
15147.469, 117.7966, 4011.1, 1152.569, 1152.377
15147.502, 117.7673, 4009.437, 1152.873, 1152.58
15147.536, 117.7336, 4006.572, 1153.159, 1152.801
15147.569, 117.7429, 4005.043, 1153.334, 1152.985
15147.602, 117.6844, 4004.453, 1153.39, 1153.153
15147.636, 117.6485, 4004.612, 1153.144, 1153.148
15147.669, 117.6136, 4005.163, 1152.979, 1153.16
15147.702, 117.603, 4004.752, 1152.856, 1153.181
15147.736, 117.6302, 4006.775, 1152.8, 1153.177
15147.769, 117.6704, 4009.893, 1152.633, 1153.079
15147.802, 117.7328, 4009.125, 1152.724, 1153.084
15147.836, 117.7781, 4011.677, 1153.098, 1153.184
15147.869, 117.8623, 4009.145, 1153.508, 1153.342
15147.902, 117.9314, 4010.355, 1153.638, 1153.372
15147.936, 117.9111, 4010.965, 1153.684, 1153.392
15147.969, 117.5924, 4006.074, 1153.615, 1153.425
15148.002, 117.2871, 4000.547, 1153.468, 1153.414
15148.036, 117.0539, 3998.018, 1153.576, 1153.531
15148.069, 116.8474, 3996.726, 1153.867, 1153.755
15148.102, 116.7717, 3993.095, 1154.015, 1153.912
15148.136, 116.7437, 3991.245, 1154.078, 1154.009
15148.169, 116.8416, 3991.508, 1154.319, 1154.218
15148.202, 116.9288, 3990.08, 1154.416, 1154.348
15148.236, 117.0197, 3991.721, 1154.551, 1154.512
15148.269, 117.0642, 3996.629, 1154.823, 1154.735
15148.302, 117.046, 3995.908, 1154.846, 1154.814
15148.336, 117.0452, 3997.737, 1154.838, 1154.891
15148.369, 117.026, 3998.253, 1154.94, 1154.99
15148.402, 117.0335, 3996.33, 1155.15, 1155.137
15148.436, 117.0529, 3994.801, 1155.094, 1155.164
15148.469, 117.0465, 3992.185, 1155.559, 1155.488
15148.502, 117.0917, 3987.979, 1155.891, 1155.754
15148.536, 117.0842, 3986.566, 1155.992, 1155.911
15148.569, 117.1552, 3985.394, 1156.023, 1155.989
15148.602, 117.0865, 3984.313, 1156.14, 1156.102
15148.636, 116.9862, 3982.3, 1156.549, 1156.398
15148.669, 116.9203, 3982.782, 1156.654, 1156.557
15148.702, 116.8934, 3980.128, 1156.591, 1156.65
15148.736, 116.894, 3978.946, 1156.487, 1156.7
15148.769, 116.8922, 3979.293, 1156.249, 1156.639
15148.802, 116.901, 3977.903, 1156.634, 1156.808
15148.836, 116.8916, 3978.301, 1156.968, 1157
15148.869, 116.8573, 3982.701, 1156.793, 1156.945
15148.902, 116.8195, 3985.306, 1156.694, 1156.917
15148.936, 116.7622, 3989.584, 1156.575, 1156.843
15148.969, 116.7005, 3993.04, 1156.658, 1156.8
15149.002, 116.6121, 3996.184, 1156.74, 1156.799
15149.036, 116.6225, 3996.245, 1157.061, 1156.955
15149.069, 116.6889, 3999.079, 1157.069, 1156.978
15149.102, 116.7099, 4000.602, 1157.476, 1157.203
15149.136, 116.7208, 3999.393, 1157.578, 1157.3
15149.169, 116.7492, 4000.408, 1157.643, 1157.381
15149.202, 116.8161, 3999.545, 1157.789, 1157.549
15149.236, 116.7911, 3999.947, 1157.859, 1157.689
15149.269, 116.7072, 3999.808, 1158.064, 1157.926
15149.302, 116.6795, 3999.627, 1158.19, 1158.133
15149.336, 116.6186, 4001.826, 1158.254, 1158.253
15149.369, 116.5565, 4001.858, 1158.331, 1158.343
15149.402, 116.5266, 4002.214, 1158.194, 1158.346
15149.436, 116.5501, 4000.206, 1157.943, 1158.238
15149.469, 116.5615, 3998.924, 1157.766, 1158.215
15149.502, 116.5152, 3997.729, 1157.778, 1158.213
15149.536, 116.5306, 4000.378, 1157.83, 1158.138
15149.569, 116.4984, 4003.004, 1158.019, 1158.146
15149.602, 116.519, 4003.976, 1158.168, 1158.128
15149.636, 116.5279, 4006.447, 1158.431, 1158.217
15149.669, 116.5518, 4008.75, 1158.574, 1158.287
15149.702, 116.5863, 4009.744, 1158.596, 1158.337
15149.736, 116.6083, 4009.255, 1158.467, 1158.311
15149.769, 116.6161, 4012.817, 1158.315, 1158.319
15149.802, 116.6075, 4012.036, 1158.522, 1158.448
15149.836, 116.6118, 4013.177, 1158.876, 1158.674
15149.902, 116.5912, 4012.864, 1159.045, 1158.852
15149.936, 116.5549, 4012.335, 1159.185, 1159.005
15149.969, 116.5591, 4010.607, 1159.257, 1159.146
15150.002, 116.519, 4009.187, 1159.391, 1159.292
15150.036, 116.4927, 4007.613, 1159.412, 1159.387
15150.069, 116.4785, 4007.011, 1159.413, 1159.473
15150.102, 116.4711, 4007.876, 1159.502, 1159.584
15150.136, 116.494, 4009.616, 1159.223, 1159.477
15150.169, 116.4238, 4011.079, 1159.259, 1159.491
15150.202, 116.416, 4011.857, 1159.318, 1159.509
15150.236, 116.4927, 4013.19, 1159.36, 1159.523
15150.269, 116.5533, 4013.939, 1159.337, 1159.505
15150.302, 116.61, 4016.776, 1159.408, 1159.516
15150.336, 116.6203, 4018.428, 1159.419, 1159.495
15150.369, 116.6314, 4022.273, 1159.215, 1159.348
15150.402, 116.6477, 4024.339, 1159.318, 1159.338
15150.436, 116.6884, 4026.942, 1159.497, 1159.376
15150.469, 116.7304, 4029.358, 1159.609, 1159.448
15150.502, 116.6892, 4030.647, 1159.598, 1159.473
15150.536, 116.596, 4029.711, 1159.733, 1159.58
15150.569, 116.5577, 4027.904, 1160.079, 1159.789
15150.602, 116.5959, 4026.694, 1160.109, 1159.869
