time[ms], HeartBeat(RGB), HeartBeat(IR), HeartBeat(depth), Breathing(depth)
15150.636, 116.6108, 4024.001, 1160.217, 1159.996
15150.669, 116.6263, 4020.073, 1160.043, 1160.006
15150.702, 116.6362, 4021.752, 1160.008, 1160.081
15150.736, 116.609, 4024.364, 1159.966, 1160.108
15150.769, 116.5965, 4025.768, 1160.041, 1160.178
15150.802, 116.5293, 4026.852, 1160.174, 1160.244
15150.836, 116.5032, 4027.794, 1160.333, 1160.366
15150.869, 116.4633, 4028.045, 1160.491, 1160.463
15150.902, 116.4641, 4030.673, 1160.774, 1160.615
15150.936, 116.5198, 4032.577, 1160.779, 1160.662
15150.969, 116.5216, 4033.697, 1160.87, 1160.757
15151.002, 116.5361, 4035.818, 1160.978, 1160.878
15151.036, 116.5882, 4037.834, 1160.347, 1160.589
15151.069, 116.5865, 4042.203, 1160.402, 1160.654
15151.102, 116.6307, 4047.393, 1160.16, 1160.533
15151.136, 116.6557, 4050.798, 1160.249, 1160.541
15151.169, 116.64, 4051.621, 1159.762, 1160.218
15151.202, 116.6125, 4051.048, 1159.526, 1160.001
15151.236, 116.5975, 4049.757, 1159.194, 1159.7
15151.269, 116.5312, 4048.439, 1159.099, 1159.471
15151.302, 116.4681, 4044.522, 1159.085, 1159.271
15151.336, 116.4803, 4040.981, 1159.153, 1159.107
15151.369, 116.4575, 4036.306, 1158.97, 1158.914
15151.402, 116.5338, 4036.316, 1159.08, 1158.808
15151.436, 116.5505, 4036.24, 1159.359, 1158.878
15151.469, 116.5971, 4039.073, 1159.842, 1159.098
15151.502, 116.5973, 4041.401, 1160.203, 1159.39
15151.536, 116.6112, 4043.148, 1160.208, 1159.528
15151.569, 116.5734, 4043.975, 1160.335, 1159.784
15151.602, 116.5818, 4047.54, 1160.694, 1160.148
15151.636, 116.5324, 4050.017, 1160.689, 1160.368
15151.669, 116.5626, 4050.863, 1160.871, 1160.681
15151.702, 116.6184, 4050.494, 1160.57, 1160.697
15151.736, 116.656, 4052.247, 1160.519, 1160.855
15151.769, 116.6898, 4055.865, 1160.514, 1160.927
15151.802, 116.7124, 4059.366, 1160.434, 1160.922
15151.836, 116.7392, 4058.76, 1160.52, 1160.911
15151.869, 116.7436, 4059.49, 1160.45, 1160.857
15151.902, 116.7875, 4057.077, 1160.55, 1160.825
15151.936, 116.7142, 4056.726, 1160.63, 1160.78
15151.969, 116.8448, 4055.988, 1160.559, 1160.681
15152.002, 117.0075, 4055.563, 1160.476, 1160.557
15152.036, 116.9587, 4054.28, 1160.431, 1160.48
15152.069, 117.0103, 4054.673, 1160.166, 1160.29
15152.102, 117.1341, 4056.437, 1160.238, 1160.293
15152.136, 117.2309, 4056.415, 1160.449, 1160.391
15152.169, 117.2952, 4056.285, 1160.739, 1160.521
15152.202, 117.2991, 4057.776, 1160.667, 1160.472
15152.236, 117.3041, 4058.95, 1160.658, 1160.487
15152.269, 117.3054, 4060.477, 1160.708, 1160.563
15152.302, 117.3169, 4063.165, 1160.552, 1160.516
15152.336, 117.3284, 4062.768, 1160.299, 1160.43
15152.369, 117.2948, 4063.936, 1160.256, 1160.388
15152.402, 117.3112, 4065.715, 1160.36, 1160.463
15152.436, 117.2943, 4068.318, 1160.368, 1160.442
15152.469, 117.2995, 4068.712, 1160.497, 1160.463
15152.502, 117.2835, 4067.392, 1160.453, 1160.424
15152.536, 117.2994, 4065.244, 1160.405, 1160.401
15152.569, 117.3285, 4064.685, 1160.318, 1160.351
15152.602, 117.3077, 4063.279, 1160.327, 1160.331
15152.636, 117.2909, 4063.303, 1160.463, 1160.392
15152.669, 117.2826, 4063.097, 1160.562, 1160.448
15152.702, 117.223, 4060.944, 1160.55, 1160.444
15152.736, 117.2281, 4061.761, 1160.984, 1160.656
15152.769, 117.2117, 4060.314, 1160.934, 1160.712
15152.802, 117.2087, 4060.553, 1160.872, 1160.764
15152.836, 117.4838, 4062.109, 1160.856, 1160.84
15152.869, 117.7806, 4063.539, 1160.826, 1160.866
15152.902, 117.9684, 4065.981, 1160.673, 1160.836
15152.936, 118.1113, 4070.471, 1160.524, 1160.78
15152.969, 118.2053, 4072.289, 1160.297, 1160.625
15153.002, 118.2656, 4074.464, 1160.197, 1160.516
15153.036, 118.2141, 4075.895, 1160.232, 1160.485
15153.069, 118.1791, 4075.674, 1160.323, 1160.445
15153.102, 118.1122, 4074.714, 1160.353, 1160.394
15153.136, 118.0709, 4074.425, 1160.436, 1160.377
15153.169, 118.1432, 4073.239, 1160.387, 1160.28
15153.202, 118.1507, 4071.978, 1160.566, 1160.329
15153.236, 118.1547, 4071.309, 1160.618, 1160.352
15153.269, 118.1465, 4070.555, 1160.635, 1160.397
15153.302, 118.108, 4068.98, 1160.696, 1160.499
15153.336, 118.0995, 4066.986, 1160.81, 1160.618
15153.369, 118.0677, 4066.652, 1160.859, 1160.7
15153.436, 118.0804, 4064.493, 1161.004, 1160.876
15153.469, 118.0938, 4065.377, 1160.97, 1160.917
15153.502, 118.1315, 4065.057, 1160.696, 1160.835
15153.536, 118.1187, 4065.916, 1160.437, 1160.751
15153.569, 118.0828, 4070.103, 1160.322, 1160.675
15153.602, 118.0633, 4070.728, 1160.227, 1160.579
15153.636, 118.1256, 4071.561, 1160.165, 1160.474
15153.669, 118.1386, 4073.604, 1160.051, 1160.311
15153.702, 118.1642, 4073.192, 1160.214, 1160.293
15153.736, 118.2135, 4074.755, 1160.276, 1160.245
15153.769, 118.2525, 4073.15, 1160.564, 1160.313
15153.802, 118.2898, 4073.169, 1160.697, 1160.359
15153.836, 118.2698, 4072.333, 1160.734, 1160.406
15153.869, 118.2293, 4071.426, 1160.915, 1160.536
15153.902, 118.1471, 4073.512, 1160.778, 1160.547
15153.936, 118.0703, 4071.594, 1160.76, 1160.614
15153.969, 118.0421, 4067.367, 1160.756, 1160.696
15154.002, 117.9996, 4066.173, 1160.546, 1160.68
15154.036, 118.0018, 4064.575, 1160.568, 1160.736
15154.069, 118.0287, 4064.826, 1160.688, 1160.83
15154.102, 118.0255, 4062.984, 1160.667, 1160.827
15154.136, 118.0637, 4063.126, 1160.794, 1160.874
15154.169, 118.0998, 4062.127, 1160.75, 1160.816
15154.202, 118.1225, 4063.03, 1160.616, 1160.707
15154.236, 118.0854, 4063.935, 1160.407, 1160.585
15154.269, 118.0716, 4065.192, 1160.32, 1160.492
15154.302, 118.0463, 4067.076, 1159.508, 1160.006
15154.336, 118.0292, 4068.752, 1158.944, 1159.599
15154.369, 118.0404, 4068.891, 1158.498, 1159.202
15154.402, 118.0681, 4069.181, 1158.253, 1158.846
15154.436, 118.0674, 4069.628, 1158.05, 1158.514
15154.469, 118.0882, 4068.094, 1158.122, 1158.281
15154.502, 118.0612, 4067.684, 1158.338, 1158.155
15154.536, 118.02, 4066.548, 1158.531, 1158.074
15154.569, 117.9742, 4065.197, 1158.844, 1158.086
15154.602, 117.8894, 4064.71, 1158.927, 1158.084
15154.636, 117.901, 4063.818, 1158.793, 1158.1
15154.669, 117.9179, 4061.172, 1158.674, 1158.12
15154.702, 117.9352, 4058.258, 1158.654, 1158.243
15154.736, 118.0145, 4058.499, 1158.519, 1158.319
15154.769, 117.9751, 4058.343, 1158.514, 1158.442
15154.802, 117.9335, 4058.786, 1158.564, 1158.581
15154.836, 117.8984, 4056.835, 1158.736, 1158.742
15154.869, 117.8637, 4058.055, 1158.724, 1158.796
15154.902, 117.8731, 4060.746, 1158.643, 1158.783
15154.936, 117.8505, 4062.79, 1158.607, 1158.784
15154.969, 117.8664, 4064.836, 1158.552, 1158.698
15155.002, 117.8886, 4064.835, 1158.485, 1158.634
15155.036, 117.9548, 4065.457, 1158.328, 1158.509
15155.069, 118.032, 4066.276, 1158.222, 1158.416
15155.102, 118.0741, 4065.938, 1158.338, 1158.416
15155.136, 118.1273, 4063.011, 1158.27, 1158.342
15155.169, 118.1784, 4059.445, 1158.084, 1158.205
15155.202, 118.2239, 4053.654, 1157.952, 1158.096
15155.236, 118.1702, 4051.478, 1158.05, 1158.108
15155.269, 118.1164, 4051.245, 1157.955, 1157.994
15155.302, 118.0689, 4048.798, 1157.793, 1157.848
15155.336, 118.0135, 4047.79, 1157.649, 1157.714
15155.369, 118.0151, 4046.744, 1157.744, 1157.721
15155.402, 117.9895, 4045.686, 1157.738, 1157.667
15155.436, 118.0448, 4046.439, 1157.517, 1157.512
15155.469, 118.0579, 4046.188, 1157.424, 1157.441
15155.502, 118.0882, 4045.098, 1157.212, 1157.316
15155.536, 118.1081, 4044.948, 1156.891, 1157.087
15155.569, 118.1084, 4046.692, 1156.773, 1156.928
15155.602, 118.1212, 4048.333, 1156.579, 1156.758
15155.636, 118.1362, 4047.351, 1156.379, 1156.57
15155.669, 118.1731, 4047.324, 1156.256, 1156.399
15155.702, 118.1707, 4044.469, 1156.053, 1156.152
15155.736, 118.1821, 4042.412, 1155.88, 1155.947
15155.769, 117.9805, 4042.354, 1156.557, 1156.217
15155.802, 117.7557, 4044.075, 1157.135, 1156.458
15155.836, 117.5572, 4043.131, 1157.663, 1156.76
15155.869, 117.3511, 4041.77, 1158.354, 1157.254
15155.902, 117.2393, 4039.625, 1158.612, 1157.611
15155.936, 117.2134, 4037.64, 1158.71, 1157.924
15155.969, 117.2479, 4034.734, 1158.562, 1158.149
15156.002, 117.2774, 4031.621, 1158.217, 1158.279
15156.036, 117.3647, 4030.367, 1157.895, 1158.404
15156.069, 117.5081, 4030.3, 1157.541, 1158.392
15156.102, 117.5025, 4032.009, 1157.304, 1158.254
15156.136, 117.531, 4034.033, 1157.024, 1158.051
15156.169, 117.5322, 4033.905, 1156.883, 1157.817
15156.202, 117.5315, 4034.806, 1156.814, 1157.534
15156.236, 117.502, 4035.443, 1156.668, 1157.228
15156.269, 117.446, 4036.936, 1156.469, 1156.862
15156.302, 117.413, 4037.51, 1156.472, 1156.599
15156.336, 117.4067, 4036.597, 1156.322, 1156.286
15156.369, 117.4422, 4037.354, 1156.26, 1156.034
15156.402, 117.4778, 4039.323, 1156.244, 1155.888
15156.436, 117.4953, 4039.483, 1156.257, 1155.884
15156.469, 117.2566, 4037.785, 1156.07, 1155.78
15156.502, 117.0298, 4036.64, 1155.877, 1155.682
15156.536, 116.8223, 4033.955, 1155.886, 1155.712
15156.569, 116.8738, 4032.421, 1155.995, 1155.771
15156.602, 116.7394, 4029.704, 1155.858, 1155.724
15156.636, 116.6717, 4025.424, 1155.815, 1155.698
15156.669, 116.6857, 4024.155, 1155.579, 1155.583
15156.702, 116.6946, 4022.73, 1155.214, 1155.385
15156.736, 116.7287, 4024.73, 1155.04, 1155.241
15156.769, 116.6736, 4027.597, 1154.769, 1155.024
15156.802, 116.6466, 4032.011, 1154.465, 1154.786
15156.836, 116.6186, 4034.355, 1154.484, 1154.692
15156.869, 116.5681, 4037.173, 1154.593, 1154.615
15156.902, 116.5862, 4037.011, 1154.541, 1154.459
15156.936, 116.5523, 4036.904, 1154.354, 1154.265
15156.969, 116.5586, 4037.24, 1154.063, 1154.036
15157.002, 116.5009, 4037.285, 1153.937, 1153.893
15157.036, 116.5453, 4036.122, 1153.668, 1153.701
15157.069, 116.5447, 4034.991, 1153.595, 1153.595
15157.102, 116.4589, 4032.018, 1153.345, 1153.41
15157.136, 116.4555, 4029.125, 1152.973, 1153.13
15157.169, 116.4316, 4025.217, 1153.035, 1153.044
15157.202, 116.4643, 4024.075, 1153.09, 1152.995
15157.236, 116.4798, 4022.086, 1153.054, 1152.933
15157.269, 116.5644, 4016.394, 1153.082, 1152.897
15157.302, 116.5773, 4015.837, 1152.767, 1152.708
15157.336, 116.5383, 4013.96, 1152.534, 1152.518
15157.369, 116.5897, 4014.503, 1152.385, 1152.378
15157.402, 116.5944, 4015.734, 1152.479, 1152.377
15157.436, 116.5378, 4017.99, 1152.325, 1152.274
15157.469, 116.5483, 4019.461, 1152.202, 1152.199
15157.502, 116.5554, 4019.517, 1152.276, 1152.21
15157.536, 116.547, 4020.771, 1152.275, 1152.185
15157.569, 116.5586, 4021.277, 1152.235, 1152.132
15157.602, 116.6848, 4021.713, 1151.998, 1151.978
15157.636, 116.6768, 4024.771, 1151.92, 1151.93
15157.669, 116.6979, 4027.087, 1151.685, 1151.806
15157.702, 116.7422, 4030.385, 1151.495, 1151.659
15157.736, 116.7513, 4030.324, 1151.255, 1151.466
15157.769, 116.7735, 4029.272, 1151.152, 1151.331
15157.802, 116.7439, 4024.95, 1151.163, 1151.24
15157.836, 116.7809, 4021.465, 1151.131, 1151.157
15157.869, 116.8142, 4020.557, 1151.007, 1151.026
15157.902, 116.828, 4017.443, 1151.013, 1150.958
15157.936, 116.8565, 4014.884, 1151.147, 1150.981
15157.969, 116.7916, 4012.999, 1151.239, 1150.958
15158.002, 116.6959, 4013.304, 1151.307, 1150.99
15158.036, 116.6994, 4015.85, 1151.249, 1150.997
15158.069, 116.6159, 4017.729, 1151.112, 1150.992
15158.102, 116.5781, 4018.587, 1150.708, 1150.803
15158.136, 116.6135, 4017.424, 1150.467, 1150.681
15158.169, 116.4457, 4018.732, 1150.47, 1150.682
15158.202, 116.2199, 4016.558, 1150.333, 1150.591
15158.236, 116.0535, 4016.581, 1150.426, 1150.579
15158.269, 115.9584, 4017.533, 1150.502, 1150.53
15158.302, 115.9451, 4019.875, 1150.402, 1150.422
15158.336, 115.9743, 4016.512, 1150.498, 1150.391
15158.369, 115.9741, 4015.38, 1150.53, 1150.362
15158.402, 115.9684, 4014.406, 1150.488, 1150.32
15158.436, 116.0378, 4014.868, 1150.4, 1150.307
15158.469, 116.0888, 4009.8, 1150.406, 1150.324
15158.502, 116.111, 4006.304, 1150.24, 1150.226
15158.536, 116.1377, 4001.924, 1150.094, 1150.15
15158.569, 116.1454, 3996.957, 1150.133, 1150.166
15158.602, 116.2187, 3996.055, 1150.132, 1150.181
15158.636, 116.2336, 3997.129, 1149.871, 1150.053
15158.669, 116.2509, 3999.309, 1149.441, 1149.788
15158.702, 116.2727, 3998.14, 1149.201, 1149.572
15158.736, 116.2554, 3997.376, 1148.977, 1149.335
15158.769, 116.275, 3997.908, 1148.781, 1149.071
15158.802, 116.2573, 3998.442, 1148.973, 1149.026
15158.836, 116.2493, 3999.048, 1148.952, 1148.923
15158.869, 116.2757, 4000.081, 1148.911, 1148.79
15158.902, 116.2653, 3999.96, 1148.899, 1148.688
15158.936, 116.3223, 4000.88, 1148.851, 1148.59
15158.969, 116.3193, 4001.998, 1149.073, 1148.679
15159.002, 116.3309, 3999.283, 1148.98, 1148.681
15159.036, 116.34, 3994.76, 1148.844, 1148.648
15159.069, 116.2989, 3992.676, 1148.76, 1148.645
15159.102, 116.2962, 3990.636, 1149.055, 1148.84
15159.136, 116.2891, 3992.361, 1149.21, 1148.958
15159.169, 116.3285, 3990.89, 1148.956, 1148.889
15159.202, 116.3385, 3991.282, 1148.956, 1148.956
15159.236, 116.3498, 3991.915, 1149.044, 1149.069
15159.269, 116.1093, 3998.822, 1149.015, 1149.095
15159.302, 115.9235, 4004.436, 1149.074, 1149.103
15159.336, 115.7437, 4008.437, 1149.142, 1149.139
15159.369, 115.5579, 4012.406, 1149.257, 1149.228
15159.402, 115.4595, 4017.123, 1149.291, 1149.264
15159.436, 115.4214, 4021.449, 1149.27, 1149.248
15159.469, 115.5021, 4022.609, 1149.155, 1149.235
15159.502, 115.5913, 4022.308, 1149.238, 1149.309
15159.536, 115.6991, 4020.995, 1149.376, 1149.377
15159.569, 115.785, 4019.495, 1149.415, 1149.401
15159.602, 115.8212, 4019.045, 1149.469, 1149.453
15159.636, 115.8285, 4017.1, 1149.533, 1149.528
15159.669, 115.7808, 4014.137, 1149.884, 1149.713
15159.702, 115.7173, 4012.126, 1150.135, 1149.874
15159.736, 115.708, 4011.571, 1150.446, 1150.12
15159.769, 115.6358, 4011.951, 1150.436, 1150.258
15159.802, 115.6358, 4011.023, 1150.433, 1150.361
15159.836, 115.648, 4010.763, 1150.152, 1150.27
15159.869, 115.6909, 4010.803, 1150.09, 1150.311
15159.902, 115.7338, 4012.244, 1150.306, 1150.486
15159.936, 115.7567, 4013.745, 1150.263, 1150.5
15159.969, 115.7143, 4016.995, 1150.204, 1150.483
15160.002, 115.6949, 4017.643, 1150.504, 1150.611
15160.036, 115.6903, 4018.31, 1150.71, 1150.703
15160.069, 115.6766, 4019.147, 1150.835, 1150.741
15160.102, 115.6899, 4020.348, 1150.98, 1150.826
15160.136, 115.7216, 4017.344, 1151.058, 1150.899
15160.169, 115.7683, 4017.61, 1151.136, 1151.029
15160.202, 115.8552, 4019.355, 1151.406, 1151.223
15160.236, 115.8894, 4020.55, 1151.691, 1151.42
15160.269, 115.8987, 4020.859, 1151.737, 1151.557
15160.302, 115.8467, 4020.396, 1151.948, 1151.789
15160.336, 115.8624, 4019.127, 1152.032, 1151.96
15160.369, 115.808, 4018.214, 1152.269, 1152.204
15160.402, 115.8152, 4018.39, 1152.363, 1152.384
15160.436, 115.8187, 4021.567, 1152.522, 1152.548
15160.502, 115.8204, 4020.671, 1152.528, 1152.635
15160.536, 115.8194, 4022.07, 1152.8, 1152.82
15160.569, 115.8676, 4024.754, 1152.989, 1152.989
15160.602, 115.9195, 4026.403, 1152.978, 1153.072
15160.636, 115.9595, 4027.157, 1153.148, 1153.213
15160.669, 115.9648, 4029.69, 1153.194, 1153.276
15160.702, 116.0136, 4034.564, 1153.273, 1153.387
15160.736, 115.8891, 4035.675, 1153.207, 1153.378
15160.769, 115.7336, 4037.085, 1153.457, 1153.526
15160.802, 115.607, 4037.485, 1153.693, 1153.677
15160.836, 115.5363, 4038.104, 1153.911, 1153.831
15160.869, 115.4741, 4040.497, 1154.275, 1154.058
15160.902, 115.4985, 4038.494, 1154.967, 1154.509
15160.936, 115.5122, 4038.013, 1155.208, 1154.78
15160.969, 115.5466, 4037.251, 1155.622, 1155.138
15161.002, 115.546, 4039.689, 1155.9, 1155.494
15161.036, 115.5666, 4040.923, 1156.203, 1155.866
15161.069, 115.5557, 4041.063, 1156.351, 1156.203
15161.102, 115.5393, 4041.146, 1156.321, 1156.394
15161.136, 115.5234, 4037.655, 1156.195, 1156.52
15161.169, 115.5094, 4036.611, 1156.339, 1156.73
15161.202, 115.4655, 4036.832, 1156.515, 1156.928
15161.236, 115.4394, 4037.602, 1156.412, 1156.9
15161.269, 115.368, 4041.72, 1156.564, 1156.987
15161.302, 115.3276, 4044.302, 1156.693, 1157.033
15161.336, 115.3157, 4049.086, 1156.709, 1156.987
15161.369, 115.2697, 4052.783, 1156.606, 1156.865
15161.402, 115.2381, 4054.088, 1156.562, 1156.762
15161.436, 115.2632, 4056.667, 1156.708, 1156.804
15161.469, 115.2816, 4058.388, 1156.645, 1156.732
15161.502, 115.3392, 4058.56, 1156.847, 1156.777
15161.536, 115.3617, 4061.384, 1157.139, 1156.914
15161.569, 115.3752, 4064.637, 1157.485, 1157.161
15161.602, 115.3991, 4064.669, 1157.653, 1157.275
15161.636, 115.4327, 4063.874, 1157.349, 1157.204
15161.669, 115.4032, 4061.18, 1157.032, 1157.122
15161.702, 115.3102, 4058.074, 1156.694, 1157.014
15161.736, 115.2502, 4055.916, 1156.328, 1156.823
15161.769, 115.1751, 4057.063, 1156.244, 1156.702
15161.802, 115.1319, 4059.911, 1156.36, 1156.683
15161.836, 115.1087, 4059.871, 1156.43, 1156.627
15161.869, 115.1301, 4061.378, 1156.674, 1156.633
15161.902, 115.116, 4059.989, 1156.956, 1156.649
15161.936, 115.2858, 4059.082, 1157.108, 1156.702
15161.969, 115.4719, 4060.815, 1157.031, 1156.689
15162.002, 115.6543, 4062.117, 1157.271, 1156.843
15162.036, 115.8073, 4062.254, 1157.48, 1157.017
15162.069, 115.8752, 4063.38, 1157.604, 1157.202
15162.102, 115.9397, 4067.567, 1157.671, 1157.375
15162.136, 115.9496, 4069.919, 1157.489, 1157.396
15162.169, 115.9522, 4068.537, 1157.538, 1157.565
15162.202, 115.937, 4069.171, 1157.505, 1157.67
15162.236, 115.9246, 4068.594, 1157.591, 1157.808
15162.269, 115.8971, 4067.667, 1157.774, 1157.945
15162.302, 115.8832, 4067.916, 1157.906, 1158.016
15162.336, 115.8727, 4065.226, 1157.985, 1158.036
15162.369, 115.8633, 4063.343, 1158.007, 1158.031
15162.402, 115.8693, 4064.279, 1157.6, 1157.809
15162.436, 115.8718, 4064.183, 1157.167, 1157.575
15162.469, 115.8754, 4062.987, 1156.682, 1157.297
15162.502, 115.9472, 4064.372, 1156.465, 1157.058
15162.536, 115.9342, 4064.025, 1156.086, 1156.719
15162.569, 115.8733, 4064.363, 1155.965, 1156.454
15162.602, 115.7733, 4066.561, 1156.198, 1156.344
15162.636, 115.7344, 4066.494, 1156.203, 1156.139
15162.669, 115.7233, 4068.699, 1156.159, 1155.972
15162.702, 115.782, 4069.536, 1156.3, 1155.926
15162.736, 115.7774, 4070.591, 1156.438, 1155.948
15162.769, 115.7724, 4071.053, 1156.541, 1155.985
15162.802, 115.8196, 4074.373, 1156.642, 1156.058
15162.836, 115.8772, 4074.771, 1156.489, 1156.062
15162.869, 115.9168, 4075.51, 1156.525, 1156.192
15162.902, 115.9761, 4073.251, 1156.667, 1156.388
15162.936, 115.9244, 4070.848, 1156.775, 1156.566
15162.969, 115.8602, 4067.872, 1156.751, 1156.696
15163.002, 115.8148, 4067.336, 1156.926, 1156.899
15163.036, 115.7555, 4065.181, 1157.043, 1157.035
15163.069, 115.7005, 4063.538, 1156.994, 1157.04
15163.102, 115.6459, 4061.344, 1156.833, 1156.989
15163.136, 115.6343, 4063.761, 1156.757, 1156.963
15163.169, 115.6936, 4064.563, 1156.635, 1156.925
15163.202, 115.6967, 4066.635, 1156.586, 1156.856
15163.236, 115.7003, 4068.824, 1156.595, 1156.818
15163.269, 115.6945, 4069.292, 1156.689, 1156.836
15163.302, 115.7234, 4069.932, 1156.572, 1156.711
15163.336, 115.7322, 4070.04, 1156.594, 1156.64
15163.369, 115.7137, 4070.829, 1156.631, 1156.62
15163.402, 115.7277, 4071.652, 1156.87, 1156.73
15163.436, 115.8047, 4073.255, 1156.674, 1156.63
15163.469, 115.8428, 4070.813, 1156.625, 1156.591
15163.502, 115.9191, 4066.142, 1156.639, 1156.574
15163.536, 115.8966, 4061.255, 1156.765, 1156.654
15163.569, 115.8759, 4055.892, 1156.644, 1156.615
15163.602, 115.8241, 4052.462, 1156.543, 1156.572
15163.636, 115.7403, 4050.847, 1156.77, 1156.712
15163.669, 115.66, 4049.82, 1156.863, 1156.796
15163.702, 115.6598, 4048.825, 1157.057, 1156.913
15163.736, 115.6975, 4050.482, 1157.227, 1157.005
15163.769, 115.6822, 4049.673, 1157.087, 1156.994
15163.802, 115.6943, 4050.323, 1157.152, 1157.078
15163.836, 115.706, 4051.482, 1157.198, 1157.148
15163.869, 115.6549, 4052.093, 1157.012, 1157.094
15163.902, 115.6802, 4051.833, 1156.978, 1157.129
15163.969, 115.6878, 4053.49, 1157.006, 1157.172
15164.002, 115.7318, 4053.94, 1156.812, 1157.034
15164.036, 115.7915, 4057.408, 1156.713, 1156.958
15164.069, 115.8012, 4058.278, 1156.698, 1156.904
15164.102, 115.7832, 4057.523, 1156.698, 1156.864
15164.136, 115.7793, 4055.559, 1156.998, 1156.948
15164.169, 115.7665, 4054.532, 1157.152, 1156.983
15164.202, 115.7276, 4050.991, 1157.24, 1157.016
15164.236, 115.6858, 4049.583, 1157.27, 1157.058
15164.269, 115.8988, 4049.918, 1157.346, 1157.098
15164.302, 116.0794, 4050.09, 1157.537, 1157.24
15164.336, 116.0557, 4051.028, 1157.618, 1157.408
15164.369, 116.1714, 4052.184, 1157.515, 1157.451
15164.402, 116.2188, 4052.963, 1157.304, 1157.428
15164.436, 116.2665, 4053.413, 1157.214, 1157.429
15164.469, 116.2583, 4050.034, 1157.175, 1157.395
15164.502, 116.1905, 4050.1, 1156.997, 1157.312
15164.536, 116.1921, 4051.353, 1156.927, 1157.25
15164.569, 116.1995, 4053.055, 1156.811, 1157.119
15164.602, 116.2317, 4053.983, 1156.766, 1157.018
15164.636, 116.2303, 4053.939, 1156.942, 1157
15164.669, 116.2346, 4054.802, 1157.047, 1156.942
15164.702, 116.2657, 4054.468, 1157.086, 1156.912
15164.736, 116.299, 4054.337, 1157.424, 1157.073
15164.769, 116.2901, 4052.733, 1157.346, 1157.05
15164.802, 116.2228, 4048.972, 1157.458, 1157.168
15164.836, 116.1819, 4046.964, 1157.324, 1157.162
15164.869, 116.0703, 4044.776, 1157.31, 1157.212
15164.902, 116.027, 4041.817, 1157.299, 1157.277
15164.936, 115.961, 4043.451, 1157.233, 1157.31
15164.969, 115.9309, 4042.305, 1157.167, 1157.321
15165.002, 115.9756, 4043.764, 1157.119, 1157.317
15165.036, 116.005, 4046.183, 1157.096, 1157.281
15165.069, 116.079, 4049.603, 1157.047, 1157.193
15165.102, 116.0432, 4052.729, 1157.167, 1157.238
15165.136, 116.0106, 4054.252, 1157.201, 1157.214
15165.169, 116.0013, 4054.722, 1157.228, 1157.199
15165.202, 115.9944, 4053.587, 1157.277, 1157.197
15165.236, 116.0109, 4053.781, 1157.139, 1157.1
15165.269, 116.0109, 4054.226, 1157.125, 1157.086
15165.302, 116.0211, 4053.476, 1157.013, 1157.042
15165.336, 116.0949, 4052.53, 1156.899, 1156.98
15165.369, 116.1013, 4051.559, 1156.805, 1156.922
15165.402, 116.0514, 4049.666, 1156.831, 1156.939
15165.436, 116.0009, 4048.009, 1156.87, 1156.894
15165.469, 115.9541, 4044.949, 1156.846, 1156.859
15165.502, 115.9579, 4041.316, 1156.935, 1156.862
15165.536, 115.9003, 4039.884, 1156.825, 1156.79
15165.569, 115.8746, 4038.482, 1156.858, 1156.804
15165.602, 115.9264, 4038.52, 1156.759, 1156.732
15165.636, 116.0003, 4040.23, 1156.669, 1156.674
15165.669, 116.0456, 4039.871, 1156.495, 1156.572
15165.702, 116.0314, 4040.407, 1156.08, 1156.33
15165.736, 116.0534, 4040.53, 1155.971, 1156.206
15165.769, 116.077, 4039.491, 1155.666, 1155.991
15165.802, 116.1269, 4039.439, 1155.388, 1155.744
15165.836, 116.139, 4040.978, 1155.34, 1155.586
15165.869, 116.134, 4041.268, 1155.163, 1155.364
15165.902, 116.0864, 4042.701, 1154.989, 1155.104
15165.936, 116.0909, 4043.331, 1154.906, 1154.922
15165.969, 116.1161, 4042.283, 1154.646, 1154.643
15166.002, 116.1053, 4039.708, 1154.428, 1154.404
15166.036, 116.0769, 4035.57, 1154.245, 1154.212
15166.069, 116.0853, 4031.684, 1154.154, 1154.059
15166.102, 116.1228, 4028.68, 1154, 1153.902
15166.136, 116.1714, 4024.797, 1154.049, 1153.856
15166.169, 116.1836, 4024.317, 1154.022, 1153.785
15166.202, 116.2413, 4023.999, 1153.88, 1153.674
15166.236, 116.2447, 4022.153, 1153.674, 1153.559
15166.269, 116.27, 4023.116, 1153.425, 1153.398
15166.302, 116.2362, 4023.235, 1152.984, 1153.149
15166.336, 116.2486, 4026.271, 1153.003, 1153.096
15166.369, 116.2618, 4029.046, 1152.788, 1152.899
15166.402, 116.2968, 4029.831, 1152.645, 1152.756
15166.436, 116.3006, 4030.187, 1152.502, 1152.582
15166.469, 116.3839, 4028.997, 1152.171, 1152.297
15166.502, 116.4104, 4029.763, 1152.11, 1152.168
15166.536, 116.4476, 4029.699, 1151.849, 1151.928
15166.569, 116.419, 4031.937, 1151.583, 1151.681
15166.602, 116.3817, 4033.42, 1151.44, 1151.505
15166.636, 116.3269, 4034.457, 1151.146, 1151.238
15166.669, 116.0753, 4035.254, 1151.126, 1151.083
15166.702, 115.8556, 4035.979, 1150.957, 1150.901
15166.736, 115.6738, 4033.409, 1151.015, 1150.843
15166.769, 115.4642, 4029.948, 1150.93, 1150.737
