time[ms], HeartBeat(RGB), HeartBeat(IR), HeartBeat(depth), Breathing(depth)
537378.016, 128.7379, 11628.07, 692.2631, 691.457
537378.083, 128.4704, 11625.97, 692.4023, 691.7132
537378.15, 128.2296, 11620.95, 692.5558, 691.9537
537378.216, 128.0412, 11623.56, 692.6981, 692.228
537378.283, 127.9378, 11628.43, 692.622, 692.3782
537378.35, 127.8767, 11628.36, 692.7455, 692.6501
537378.416, 127.8972, 11629.75, 692.8156, 692.8687
537378.483, 127.9218, 11632.39, 692.8607, 693.0355
537378.55, 127.9443, 11631.93, 692.9196, 693.1651
537378.616, 128.0034, 11632.58, 693.0416, 693.3042
537378.683, 128.0138, 11637.11, 693.1932, 693.4246
537378.75, 128.0071, 11639.33, 693.2033, 693.4319
537378.816, 127.947, 11636.77, 693.3237, 693.5119
537378.883, 127.8386, 11639.5, 693.5625, 693.6236
537378.95, 127.7267, 11643.05, 693.711, 693.7296
537379.016, 127.5901, 11641.28, 693.7369, 693.7403
537379.083, 127.4734, 11641.78, 693.7677, 693.7977
537379.15, 127.4349, 11647.46, 693.7739, 693.8512
537379.216, 127.4203, 11650.42, 693.6923, 693.8522
537379.283, 127.5009, 11656.68, 693.6837, 693.8691
537379.35, 127.5776, 11664.59, 693.8701, 693.98
537379.416, 127.7247, 11675.32, 693.9711, 694.0518
537379.483, 127.84, 11701.11, 694.1503, 694.1481
537379.55, 127.9447, 11727.64, 694.1957, 694.1761
537379.616, 128.0345, 11753.34, 694.1907, 694.1735
537379.683, 128.0471, 11775.22, 693.9234, 694.0715
537379.75, 128.0499, 11790.73, 693.9709, 694.0925
537379.816, 128.0148, 11805.55, 693.744, 693.9662
537379.883, 127.8853, 11809.1, 693.6032, 693.8724
537379.95, 127.7359, 11803.38, 693.5289, 693.7871
537380.016, 127.5863, 11795.93, 693.7208, 693.8088
537380.083, 127.4893, 11787.91, 693.8564, 693.8103
537380.15, 127.4441, 11784.87, 693.9432, 693.8135
537380.216, 127.4605, 11785.33, 694.0457, 693.8608
537380.283, 127.5025, 11790.81, 694.0677, 693.8743
537380.35, 127.5569, 11800.9, 693.9286, 693.8188
537380.416, 127.6806, 11811.39, 694.1745, 693.9502
537380.483, 127.6677, 11820.02, 694.2733, 694.058
537380.55, 127.659, 11826.75, 694.3538, 694.1573
537380.616, 127.7032, 11833.37, 694.457, 694.287
537380.683, 127.7242, 11840, 694.4876, 694.3835
537380.75, 127.7563, 11842.33, 694.395, 694.4109
537380.816, 127.7563, 11839.25, 694.3813, 694.4707
537380.883, 127.6785, 11834.36, 694.3799, 694.5043
537380.95, 127.5642, 11828.22, 694.2866, 694.4821
537381.016, 127.5161, 11822.44, 694.5743, 694.6296
537381.083, 127.5001, 11815.17, 694.6779, 694.6822
537381.15, 127.4574, 11810.65, 694.7805, 694.7198
537381.216, 127.4307, 11809.74, 694.7635, 694.7197
537381.283, 127.4631, 11811.07, 694.8824, 694.7973
537381.35, 127.5306, 11816.51, 694.8846, 694.8496
537381.416, 127.5877, 11822.62, 694.8228, 694.8611
537381.483, 127.6504, 11827.15, 694.9399, 694.9437
537381.55, 127.6795, 11832.94, 695.2358, 695.1292
537381.616, 127.7443, 11836.62, 695.3, 695.2057
537381.683, 127.8348, 11840.8, 695.4175, 695.2831
537381.75, 127.8885, 11838.96, 695.5406, 695.4342
537381.816, 127.8667, 11836.84, 695.6116, 695.5437
537381.883, 127.7473, 11828.23, 695.6733, 695.6512
537381.95, 127.6895, 11822.07, 695.97, 695.8666
537382.016, 127.6294, 11814.12, 696.116, 696.0162
537382.083, 127.5962, 11809.03, 696.2794, 696.1772
537382.15, 127.6036, 11805.89, 696.494, 696.3655
537382.216, 127.6534, 11807.8, 696.7118, 696.5557
537382.283, 127.7159, 11809.35, 696.7605, 696.6909
537382.35, 127.7702, 11816.16, 696.6999, 696.7892
537382.416, 127.8535, 11824.09, 696.6304, 696.8227
537382.483, 127.9109, 11830.21, 696.4153, 696.7644
537382.55, 127.9937, 11836.82, 696.4667, 696.7966
537382.616, 128.0757, 11845.41, 696.4891, 696.7885
537382.683, 128.0853, 11846.29, 696.4656, 696.7407
537382.75, 128.065, 11843.16, 696.3682, 696.6326
537382.816, 127.9614, 11835.39, 696.5511, 696.6675
537382.883, 127.853, 11826.93, 696.7633, 696.7307
537382.95, 127.7121, 11817.5, 696.8176, 696.7119
537383.016, 127.6206, 11812.47, 696.9727, 696.7747
537383.083, 127.593, 11810.25, 697.2372, 696.9287
537383.15, 127.6247, 11813.54, 697.2055, 696.9642
537383.216, 127.6786, 11824, 697.313, 697.0701
537383.283, 127.7251, 11830.99, 697.2745, 697.1462
537383.35, 127.7729, 11840.38, 697.3438, 697.2695
537383.416, 127.8296, 11849.42, 697.4357, 697.4144
537383.483, 127.8668, 11855.91, 697.3871, 697.4579
537383.55, 127.9175, 11858.83, 697.6278, 697.6377
537383.616, 127.9157, 11857.91, 697.5469, 697.649
537383.683, 127.8465, 11851.81, 697.4586, 697.6159
537383.75, 127.7596, 11842.98, 697.446, 697.5994
537383.816, 127.7042, 11833.06, 697.4339, 697.5898
537383.883, 127.6465, 11827.48, 697.4781, 697.6085
537383.95, 127.628, 11825, 697.4604, 697.5804
537384.016, 127.6644, 11825.09, 697.6037, 697.6132
537384.083, 127.7272, 11829.85, 697.585, 697.5678
537384.15, 127.7697, 11838.93, 697.4861, 697.5223
537384.216, 127.8463, 11848.65, 697.5708, 697.5386
537384.283, 127.8656, 11858.9, 697.6388, 697.5763
537384.35, 127.8698, 11868.01, 697.6098, 697.5846
537384.416, 127.8817, 11874.77, 697.5799, 697.5856
537384.483, 127.8285, 11877.09, 697.5873, 697.5742
537384.55, 127.8023, 11876.65, 697.5715, 697.5667
537384.616, 127.7588, 11873.51, 697.5838, 697.5717
537384.683, 127.7023, 11867.74, 697.7283, 697.6533
537384.75, 127.7186, 11862.38, 697.976, 697.8147
537384.816, 127.6731, 11857.2, 697.9761, 697.8492
537384.883, 127.661, 11856.54, 698.1463, 697.9855
537384.95, 127.6524, 11858.55, 698.3068, 698.0963
537385.016, 127.6847, 11864.03, 698.1777, 698.0883
537385.083, 127.7335, 11872.29, 698.0642, 698.0947
537385.15, 127.7787, 11883.05, 698.0439, 698.1396
537385.216, 127.8364, 11891.88, 698.0364, 698.1804
537385.283, 127.8624, 11895.2, 698.0281, 698.1948
537385.35, 127.8512, 11895.7, 698.0895, 698.2268
537385.416, 127.8011, 11891.14, 697.9943, 698.1431
537385.483, 127.7286, 11887.78, 698.219, 698.2383
537385.55, 127.6641, 11883.12, 698.3126, 698.2728
537385.616, 127.594, 11878.65, 698.0795, 698.1459
537385.683, 127.5721, 11878.99, 698.1816, 698.1909
537385.75, 127.5941, 11884.54, 698.2522, 698.2173
537385.816, 127.6322, 11889.47, 698.3238, 698.2466
537385.883, 127.6923, 11894.95, 698.2753, 698.2234
537385.95, 127.7331, 11899.1, 698.3376, 698.2711
537386.016, 127.827, 11905.27, 698.3019, 698.2833
537386.083, 127.922, 11911.31, 698.3486, 698.3514
537386.15, 127.9655, 11911.93, 698.2908, 698.3092
537386.216, 127.9751, 11909.38, 698.1908, 698.2803
537386.283, 127.9388, 11903.64, 697.9832, 698.1951
537386.35, 127.9086, 11897.94, 698.1689, 698.2328
537386.416, 127.8485, 11892.17, 698.3852, 698.3158
537386.483, 127.7995, 11888.85, 698.5002, 698.3748
537386.55, 127.7831, 11889.12, 698.5941, 698.4412
537386.616, 127.7682, 11892.78, 698.6591, 698.4892
537386.683, 127.7923, 11902.57, 698.7722, 698.5857
537386.75, 127.8448, 11911.8, 698.7692, 698.6192
537386.816, 127.8661, 11916.97, 698.9583, 698.8089
537386.883, 127.8971, 11922.06, 699.0616, 698.9374
537386.95, 127.8935, 11921.83, 698.9955, 698.9669
537387.016, 127.8144, 11914.89, 699.1203, 699.1008
537387.083, 127.7157, 11905.92, 699.3798, 699.2943
537387.15, 127.6367, 11898.24, 699.4467, 699.4031
537387.216, 127.6063, 11890.86, 699.5726, 699.5328
537387.283, 127.6004, 11890.68, 699.5013, 699.5728
537387.35, 127.6071, 11894.29, 699.6221, 699.6797
537387.416, 127.6191, 11898.4, 699.6954, 699.7709
537387.483, 127.6582, 11906.56, 699.6552, 699.7575
537387.55, 127.7035, 11915.54, 699.5847, 699.7365
537387.616, 127.7156, 11917.78, 699.3405, 699.6217
537387.683, 127.7488, 11920.37, 699.2086, 699.5455
537387.75, 127.7682, 11920.96, 699.2783, 699.532
537387.816, 127.7176, 11920.49, 699.2618, 699.4673
537387.883, 127.6404, 11914.79, 699.2097, 699.3693
537387.95, 127.6002, 11907.23, 699.2244, 699.3105
537388.016, 127.591, 11901.54, 699.5107, 699.3854
537388.083, 127.6011, 11895.41, 699.7997, 699.4904
537388.15, 127.6194, 11891.05, 700.0613, 699.6549
537388.216, 127.6673, 11888.48, 700.4273, 699.8989
537388.283, 127.7196, 11891.89, 700.6285, 700.1074
537388.35, 127.7864, 11898.92, 700.5462, 700.2107
537388.416, 127.8574, 11907.35, 700.4809, 700.3257
537388.483, 127.8893, 11914.63, 700.4548, 700.451
537388.55, 127.8552, 11918.5, 700.2261, 700.4682
537388.616, 127.8032, 11917.06, 700.2084, 700.5331
537388.683, 127.7211, 11912.26, 700.2273, 700.5831
537388.75, 127.6703, 11905.77, 700.311, 700.6254
537388.816, 127.6271, 11896.29, 700.5728, 700.7198
537388.883, 127.6196, 11888.35, 700.8539, 700.8168
537388.95, 127.6225, 11887.68, 701.1276, 700.9315
537389.016, 127.6379, 11889.4, 701.3165, 701.0615
537389.083, 127.7, 11895.51, 701.2047, 701.0592
537389.15, 127.7811, 11901.24, 701.2051, 701.1006
537389.216, 127.8014, 11908.06, 701.124, 701.1198
537389.283, 127.8448, 11910.4, 700.9292, 701.0719
537389.35, 127.8234, 11908.98, 700.8729, 701.0994
537389.416, 127.7622, 11904.33, 700.8494, 701.1139
537389.483, 127.696, 11890.34, 701.0737, 701.2234
537389.55, 127.6569, 11872.2, 701.2866, 701.331
537389.616, 127.6282, 11858.89, 701.558, 701.4515
537389.683, 127.6221, 11850.01, 701.5662, 701.4367
537389.75, 127.6474, 11845.79, 701.783, 701.575
537389.816, 127.7224, 11846.8, 701.8943, 701.6717
537389.883, 127.7854, 11849.46, 702.1069, 701.8317
537389.95, 127.8442, 11854.05, 702.3549, 702.0667
537390.016, 127.8982, 11854.35, 702.4729, 702.2385
537390.083, 127.8629, 11858.1, 702.4897, 702.3737
537390.15, 127.7858, 11859.38, 702.4522, 702.4728
537390.216, 127.7239, 11856.44, 702.6319, 702.6728
537390.283, 127.6942, 11853.29, 702.6084, 702.7592
537390.35, 127.6777, 11847.82, 702.7111, 702.8987
537390.416, 127.6653, 11841.69, 702.9853, 703.0601
537390.483, 127.7676, 11840.67, 702.9601, 703.0908
537390.55, 127.8276, 11840.71, 703.16, 703.202
537390.616, 127.8814, 11843.94, 703.217, 703.2294
537390.683, 127.9337, 11850.11, 703.0281, 703.1614
537390.75, 128.0102, 11857.24, 703.027, 703.1816
537390.816, 127.9799, 11858.06, 702.9732, 703.1791
537390.883, 127.9504, 11851.29, 702.8182, 703.0773
537390.95, 127.9065, 11842.15, 703.0909, 703.1962
537391.016, 127.8377, 11829.95, 703.0969, 703.1483
537391.083, 127.7938, 11818.11, 703.225, 703.1898
537391.15, 127.8098, 11807.88, 703.3004, 703.2256
537391.216, 127.8129, 11803.69, 703.3284, 703.2402
537391.283, 127.8173, 11804.94, 703.666, 703.442
537391.35, 127.8366, 11808.64, 703.6859, 703.5008
537391.416, 127.8688, 11813.47, 703.7366, 703.5612
537391.483, 127.8866, 11820.57, 703.9375, 703.7227
537391.55, 127.8921, 11821.92, 703.9733, 703.8447
537391.616, 127.8092, 11821.08, 704.0711, 703.9462
537391.683, 127.711, 11812.7, 703.9887, 704.0106
537391.75, 127.6235, 11802.14, 703.8357, 704.0115
537391.816, 127.5863, 11791.82, 703.7814, 704.0128
537391.883, 127.5715, 11783.94, 704.1208, 704.2194
537391.95, 127.6072, 11779.49, 704.2476, 704.2717
537392.016, 127.6679, 11777.31, 704.3672, 704.3397
537392.083, 127.7554, 11782.69, 704.5884, 704.4807
537392.15, 127.8329, 11790.87, 704.6503, 704.5261
537392.216, 127.9189, 11797.05, 704.9117, 704.6951
537392.283, 127.9781, 11806.26, 704.8075, 704.7328
537392.35, 127.9866, 11806.92, 704.6066, 704.6875
537392.416, 127.9389, 11801.97, 704.3602, 704.6176
537392.483, 127.8272, 11795.12, 704.2959, 704.5948
537392.55, 127.7251, 11786.13, 704.3821, 704.5981
537392.616, 127.7226, 11760.19, 704.2517, 704.5356
537392.683, 127.7521, 11735.09, 704.0753, 704.3817
537392.75, 127.8388, 11717.78, 704.0104, 704.2614
537392.816, 127.8265, 11708.87, 703.8975, 704.1282
537392.883, 127.8521, 11706.97, 703.9977, 704.0563
537392.95, 127.9335, 11726.27, 704.0031, 703.9805
537393.016, 127.9813, 11751.8, 704.1066, 703.9608
537393.083, 128.0586, 11776.87, 704.1126, 703.9106
537393.15, 128.0686, 11794.79, 704.4098, 704.0391
537393.216, 128.0587, 11802.42, 704.5162, 704.1346
537393.283, 128.0248, 11794.63, 704.6545, 704.2629
537393.35, 127.9965, 11781.97, 704.7534, 704.4155
537393.416, 127.9917, 11764.25, 705.1734, 704.755
537393.483, 127.9848, 11758.05, 705.3624, 704.996
537393.55, 127.9095, 11753.33, 705.6944, 705.3345
537393.616, 127.854, 11757.11, 705.76, 705.5225
537393.683, 127.8688, 11762.58, 705.9357, 705.7665
537393.75, 127.9029, 11768.87, 706.1132, 706.0258
537393.816, 127.9552, 11773.07, 706.2192, 706.235
537393.883, 127.9606, 11777.27, 706.2386, 706.4011
537393.95, 127.9849, 11776.97, 706.1661, 706.4599
537394.016, 128.0611, 11757.79, 705.8756, 706.3607
537394.083, 127.9529, 11736.3, 705.6864, 706.2451
537394.15, 127.7977, 11711.31, 705.6924, 706.2054
537394.216, 127.646, 11688.83, 705.7034, 706.14
537394.283, 127.5597, 11672.7, 705.7785, 706.0974
537394.35, 127.5582, 11663.43, 705.9404, 706.0783
537394.416, 127.5545, 11660.74, 706.2996, 706.1591
537394.483, 127.7076, 11665.89, 706.1619, 706.0438
537394.55, 127.9123, 11652.93, 705.8347, 705.8221
537394.616, 128.0066, 11666.58, 705.5624, 705.6516
537394.683, 128.1393, 11653.83, 705.508, 705.6094
537394.75, 128.1421, 11668.46, 705.8904, 705.8102
537394.816, 128.1542, 11681.04, 706.0197, 705.8597
537394.883, 128.0344, 11662.43, 705.9909, 705.8596
537394.95, 127.9194, 11636.27, 705.9138, 705.8113
537395.016, 127.7084, 11637.2, 706.2494, 705.9969
537395.083, 127.5333, 11643.51, 706.6857, 706.2611
537395.15, 127.461, 11650.5, 706.8231, 706.4496
537395.216, 127.385, 11657.13, 706.8978, 706.6265
537395.283, 127.333, 11670.55, 707.0644, 706.8278
537395.35, 127.3427, 11682.35, 707.1938, 706.9783
537395.416, 127.4466, 11697.46, 707.2122, 707.0724
537395.483, 127.5908, 11708.96, 707.199, 707.212
537395.55, 127.7099, 11707.27, 707.1299, 707.3129
537395.616, 127.7921, 11699.32, 706.8735, 707.2861
537395.683, 127.8367, 11692.14, 707.1456, 707.4428
537395.75, 127.8406, 11679.99, 707.4266, 707.5898
537395.816, 127.7858, 11667.39, 707.5996, 707.6473
537395.883, 127.7864, 11641.77, 707.6484, 707.6445
537395.95, 127.814, 11617.84, 707.4772, 707.5469
537396.016, 127.8155, 11585.8, 707.1706, 707.4009
537396.083, 127.8664, 11559.02, 706.7857, 707.2118
537396.15, 127.9492, 11554.12, 706.3245, 706.8879
537396.216, 128.0459, 11559.51, 706.3441, 706.769
537396.283, 128.1666, 11556.31, 706.2344, 706.5904
537396.35, 128.2851, 11570.81, 706.2813, 706.476
537396.416, 128.4019, 11571.25, 706.4691, 706.4382
537396.483, 128.5585, 11563.56, 706.4989, 706.3278
537396.55, 128.7106, 11546.07, 706.4261, 706.202
537396.616, 128.668, 11525.44, 706.4358, 706.1666
537396.683, 128.6899, 11502.52, 706.5933, 706.2336
537396.75, 128.7166, 11486.71, 706.5247, 706.2142
537396.816, 128.6928, 11480.71, 706.5883, 706.2955
537396.883, 128.6744, 11475.97, 706.6688, 706.3639
537396.95, 128.6917, 11473.6, 706.5407, 706.3574
537397.016, 128.7054, 11486.1, 706.1693, 706.2617
537397.083, 128.7942, 11493.35, 705.9105, 706.1727
537397.15, 128.8079, 11498.88, 705.5075, 705.9741
537397.216, 128.8218, 11500, 705.0367, 705.6718
537397.283, 128.7867, 11491.01, 704.7336, 705.3607
537397.35, 128.713, 11492.01, 704.7493, 705.1571
537397.416, 128.5523, 11473.87, 704.5251, 704.8356
537397.483, 128.3744, 11464.68, 704.8213, 704.7621
537397.55, 128.1436, 11439.98, 704.8486, 704.632
537397.616, 127.9193, 11436.95, 704.8212, 704.4951
537397.683, 127.8199, 11439.97, 704.6865, 704.3571
537397.75, 127.789, 11427.99, 704.5228, 704.2286
537397.816, 127.7449, 11423.48, 704.1794, 704.0266
537397.883, 127.72, 11423.66, 703.8206, 703.8285
537397.95, 127.6816, 11426.55, 703.3846, 703.5851
537398.016, 127.6619, 11445.75, 703.0478, 703.3571
537398.083, 127.6723, 11457.64, 702.3924, 702.9276
537398.15, 127.6282, 11467.52, 701.9721, 702.5369
537398.216, 127.5193, 11465.63, 701.3817, 702.0289
537398.283, 127.3571, 11459.78, 701.1348, 701.6305
537398.35, 127.2422, 11448.19, 701.0533, 701.2863
537398.416, 127.1566, 11433.7, 700.8906, 700.9217
537398.483, 127.1154, 11415.4, 700.6661, 700.5392
537398.55, 127.1036, 11403.21, 700.4691, 700.1931
537398.616, 127.1175, 11390.88, 700.3253, 699.9374
537398.683, 127.1326, 11408.33, 700.1689, 699.738
537398.75, 127.1915, 11428.24, 700.1902, 699.6821
537398.816, 127.1824, 11463.67, 700.3189, 699.7578
537398.883, 127.1327, 11475.57, 700.3663, 699.8143
537398.95, 126.9677, 11473.22, 700.386, 699.8661
537399.016, 126.8573, 11472.62, 700.4274, 699.9531
537399.083, 126.7333, 11466.75, 700.5517, 700.1238
537399.15, 126.619, 11434.68, 700.0008, 699.9573
537399.216, 126.5878, 11397.42, 699.3411, 699.6964
537399.283, 126.6843, 11357.67, 698.746, 699.3884
537399.35, 126.8607, 11329.96, 698.0973, 698.9758
537399.416, 127.042, 11330.09, 697.6992, 698.563
537399.483, 127.1733, 11343.58, 697.4653, 698.1896
537399.55, 127.2368, 11357.29, 697.4449, 697.8894
537399.616, 127.1985, 11373.21, 697.6693, 697.7424
537399.683, 127.1144, 11386.24, 698.0146, 697.678
537399.75, 126.9308, 11388.8, 698.1729, 697.5547
537399.816, 126.6879, 11404.95, 698.1992, 697.4891
537399.883, 126.4221, 11411.53, 698.2878, 697.5275
537399.95, 126.2799, 11419.83, 698.4993, 697.7019
537400.016, 126.2137, 11426.3, 698.8635, 698.037
537400.083, 126.2909, 11428.6, 698.8885, 698.2681
537400.15, 126.4048, 11428.04, 698.4819, 698.2898
537400.216, 126.5134, 11431.64, 698.2312, 698.343
537400.283, 126.594, 11431.76, 698.23, 698.4722
537400.35, 126.6731, 11435.08, 698.3778, 698.6534
537400.416, 126.7013, 11444.51, 698.2792, 698.6924
537400.483, 126.6491, 11449.68, 698.3096, 698.6814
537400.55, 126.5365, 11444.77, 698.6933, 698.8174
537400.616, 126.3628, 11439.99, 699.2544, 699.0474
537400.683, 126.1836, 11426.49, 699.7361, 699.2637
537400.75, 126.106, 11382.51, 699.989, 699.4742
537400.816, 125.9951, 11363.04, 700.2048, 699.7466
537400.883, 125.9458, 11328.35, 700.1505, 699.8963
537400.95, 125.9912, 11304.09, 700.0415, 700.0096
537401.016, 126.0757, 11275.63, 700.0949, 700.187
537401.083, 126.2341, 11260.77, 699.7502, 700.1464
537401.15, 126.3186, 11257.07, 699.4563, 700.0751
537401.216, 126.3609, 11262.57, 699.4751, 700.0899
537401.283, 126.3224, 11276.58, 699.312, 699.967
537401.35, 126.2588, 11294.94, 699.3709, 699.9185
537401.416, 126.2654, 11287.05, 699.249, 699.7053
537401.483, 126.205, 11301.39, 699.3984, 699.5808
537401.55, 126.1423, 11286.42, 699.7129, 699.6118
537401.616, 126.0578, 11271.26, 699.8207, 699.5885
537401.683, 125.9833, 11251.21, 699.7682, 699.502
537401.75, 125.9287, 11241.44, 699.8503, 699.5245
537401.816, 125.8862, 11239.14, 699.9489, 699.6037
537401.883, 125.8982, 11244.14, 699.8719, 699.6339
537401.95, 125.8863, 11256.94, 699.7017, 699.6503
537402.016, 125.9461, 11294.43, 699.7583, 699.7451
537402.083, 125.9957, 11331.83, 699.9392, 699.9105
537402.15, 126.0919, 11341.87, 700.2582, 700.1271
537402.216, 126.1699, 11345.05, 700.6613, 700.3665
537402.283, 126.2069, 11345.93, 700.6623, 700.4517
537402.35, 126.2561, 11346.72, 700.5416, 700.4957
537402.416, 126.288, 11370.32, 700.6284, 700.5797
537402.483, 126.2417, 11389.19, 700.7094, 700.6789
537402.55, 126.181, 11418.83, 701.0137, 700.9337
537402.616, 126.0594, 11445.15, 701.1246, 701.0728
537402.683, 125.9431, 11468.34, 701.1674, 701.1738
537402.75, 125.8653, 11482.45, 701.5045, 701.3941
537402.816, 125.852, 11485.03, 701.7752, 701.6182
537402.883, 125.9082, 11483.29, 701.9588, 701.819
537402.95, 125.9629, 11480.86, 701.901, 701.9044
537403.016, 126.0036, 11481.57, 701.7184, 701.9022
537403.083, 126.0934, 11489.27, 701.9139, 702.0722
537403.15, 126.1756, 11497.97, 702.0052, 702.1669
537403.216, 126.2717, 11510.56, 702.2898, 702.3149
537403.283, 126.2779, 11548.8, 702.3627, 702.3917
537403.35, 126.3175, 11562.41, 702.5636, 702.5583
537403.416, 126.3555, 11561.28, 702.3864, 702.5107
537403.483, 126.3231, 11556.06, 702.2148, 702.4521
537403.55, 126.2431, 11525.54, 702.2191, 702.4628
537403.616, 126.148, 11493, 702.4258, 702.5478
537403.683, 126.119, 11466.95, 702.5289, 702.5908
537403.75, 126.1088, 11448.11, 702.5729, 702.5952
537403.816, 126.1591, 11435.47, 702.6801, 702.6482
537403.883, 126.2164, 11436.78, 702.5495, 702.5864
537403.95, 126.2727, 11450.27, 702.5903, 702.5969
537404.016, 126.2868, 11463.22, 702.4119, 702.4891
537404.083, 126.3048, 11475.85, 702.4278, 702.5381
537404.15, 126.2982, 11490.07, 702.3169, 702.4847
537404.216, 126.2716, 11502.62, 702.2354, 702.3978
537404.283, 126.3293, 11489.9, 702.2648, 702.3315
537404.35, 126.3428, 11495.56, 702.0779, 702.173
537404.416, 126.3125, 11498.49, 702.238, 702.2318
537404.483, 126.2556, 11498.33, 702.3105, 702.2343
537404.55, 126.2146, 11471.25, 702.3027, 702.2355
537404.616, 126.1884, 11442.62, 702.3732, 702.2429
537404.683, 126.1544, 11419.7, 702.4552, 702.2933
537404.75, 126.1442, 11400.12, 702.5298, 702.2954
537404.816, 126.2023, 11395.73, 702.4943, 702.3029
537404.883, 126.3022, 11397.62, 702.2925, 702.2588
537404.95, 126.3917, 11404.55, 702.0707, 702.1991
537405.016, 126.4773, 11423.23, 701.7224, 702.04
537405.083, 126.5227, 11440.98, 701.543, 701.8867
537405.15, 126.6013, 11441.85, 701.3428, 701.7172
537405.216, 126.6383, 11434.79, 701.3377, 701.6043
537405.283, 126.6203, 11422.37, 701.2666, 701.4627
537405.35, 126.6374, 11408, 701.2607, 701.3234
537405.416, 126.6042, 11391.48, 701.4967, 701.3464
537405.483, 126.4993, 11377.47, 701.709, 701.3715
537405.55, 126.4001, 11368.94, 702.0407, 701.5142
537405.616, 126.3311, 11365.39, 702.0585, 701.5552
537405.683, 126.3573, 11368.17, 701.9412, 701.5578
537405.75, 126.3901, 11376.72, 701.877, 701.6312
537405.816, 126.4166, 11399.83, 701.9303, 701.7578
537405.883, 126.4394, 11424.65, 701.8224, 701.794
537405.95, 126.4777, 11446.99, 701.7031, 701.8304
537406.016, 126.5295, 11465.13, 701.7618, 701.9308
537406.083, 126.5591, 11480.63, 701.9288, 702.0386
537406.15, 126.5663, 11486.16, 701.9288, 702.0448
537406.216, 126.5255, 11486.51, 702.0559, 702.0828
537406.283, 126.4961, 11474.48, 702.1157, 702.117
537406.35, 126.445, 11459.45, 702.1489, 702.1345
537406.416, 126.4164, 11431.55, 702.3118, 702.223
537406.483, 126.4173, 11404.86, 702.4473, 702.3018
537406.55, 126.4403, 11386.35, 702.6354, 702.454
537406.616, 126.4883, 11377.74, 702.5794, 702.4784
537406.683, 126.493, 11374.55, 702.517, 702.4964
537406.75, 126.4884, 11396.96, 702.8126, 702.7209
537406.816, 126.4499, 11422.77, 703.3252, 703.0834
537406.883, 126.4396, 11471.37, 703.7673, 703.4323
537406.95, 126.4629, 11491.52, 703.9731, 703.656
537407.016, 126.4932, 11499.94, 704.0383, 703.822
537407.083, 126.4859, 11494.21, 704.0577, 703.9682
