time[ms], HeartBeat(RGB), HeartBeat(IR), HeartBeat(depth), Breathing(depth)
530854.22, 124.9224, 11869.2, 678.7117, 678.9181
530854.254, 125.0183, 11878.65, 678.509, 678.7269
530854.287, 125.1282, 11889.7, 678.4119, 678.5703
530854.32, 125.2047, 11900.38, 678.2789, 678.3906
530854.354, 125.273, 11910.61, 678.1624, 678.2296
530854.387, 125.3174, 11921.83, 677.794, 677.9355
530854.42, 125.2785, 11929.17, 677.7604, 677.8076
530854.454, 125.2666, 11930.17, 677.5812, 677.6282
530854.487, 125.2179, 11926.22, 677.6422, 677.5524
530854.52, 125.1645, 11922.39, 677.6339, 677.484
530854.554, 125.1146, 11916.61, 677.4504, 677.3154
530854.587, 125.1246, 11911.74, 677.5377, 677.3198
530854.62, 125.1856, 11909.23, 677.6967, 677.3751
530854.654, 125.2329, 11907.74, 677.7723, 677.4286
530854.687, 125.3118, 11905.36, 677.7229, 677.4406
530854.72, 125.3971, 11905.59, 677.6876, 677.4845
530854.754, 125.4612, 11906.6, 677.5819, 677.4842
530854.787, 125.5393, 11905.4, 677.5186, 677.4916
530854.82, 125.6468, 11906.39, 677.4229, 677.4788
530854.854, 125.7589, 11908.13, 677.4212, 677.484
530854.887, 125.8195, 11911.49, 677.5159, 677.5735
530854.92, 125.8633, 11917.76, 677.6037, 677.6106
530854.954, 125.8547, 11924.02, 677.8902, 677.7598
530854.987, 125.8419, 11933.37, 677.9921, 677.8303
530855.02, 125.8538, 11942.77, 678.1146, 677.9298
530855.054, 125.7553, 11945.56, 678.1838, 677.9948
530855.087, 125.6381, 11949.22, 678.2489, 678.1122
530855.12, 125.5721, 11949.98, 678.3842, 678.2543
530855.154, 125.5732, 11955.05, 678.3685, 678.3461
530855.187, 125.7529, 11961.68, 678.4211, 678.4453
530855.22, 125.888, 11967.91, 678.7225, 678.6484
530855.254, 126.0204, 11971.03, 678.8804, 678.8277
530855.287, 126.0494, 11970.22, 679.0842, 679.0131
530855.32, 126.0566, 11967.83, 679.3494, 679.2405
530855.354, 126.0254, 11964, 679.4617, 679.3823
530855.387, 125.9466, 11958.57, 679.8773, 679.6945
530855.42, 125.8646, 11952.24, 680.091, 679.9073
530855.454, 125.8204, 11949.19, 680.3973, 680.1862
530855.487, 125.8235, 11947.1, 680.6563, 680.4653
530855.52, 125.875, 11947.8, 680.7257, 680.6591
530855.554, 125.9111, 11949.23, 680.7861, 680.829
530855.587, 125.9574, 11948.56, 680.7185, 680.9241
530855.62, 126.0462, 11949.88, 680.6846, 681.0184
530855.654, 126.1014, 11957.25, 680.5449, 680.9965
530855.687, 126.1536, 11959.85, 680.4114, 680.9503
530855.72, 126.1845, 11962.77, 680.3231, 680.8489
530855.754, 126.1858, 11968.72, 680.372, 680.8053
530855.787, 126.2062, 11971.9, 680.2277, 680.6282
530855.82, 126.158, 11978.68, 680.2554, 680.5087
530855.854, 126.1428, 11983.51, 680.2583, 680.4001
530855.887, 126.17, 11986.55, 680.1651, 680.2605
530855.92, 126.2015, 11990.16, 680.1207, 680.1362
530855.954, 126.2217, 11995.07, 680.2775, 680.1312
530855.987, 126.2604, 12000.65, 680.426, 680.1714
530856.02, 126.3173, 12004.17, 680.4221, 680.1517
530856.054, 126.2246, 12006.77, 680.4371, 680.1945
530856.087, 126.1458, 12005.84, 680.4523, 680.2231
530856.12, 126.0993, 12003.08, 680.1828, 680.1497
530856.154, 125.9823, 12000.14, 680.1223, 680.1501
530856.187, 125.8978, 11995.32, 679.9982, 680.0971
530856.22, 125.7862, 11988.31, 679.8846, 680.0458
530856.254, 125.7208, 11983.21, 679.8077, 679.9808
530856.287, 125.6624, 11982.17, 680.0297, 680.0432
530856.32, 125.6288, 11958.62, 680.1282, 680.0438
530856.354, 125.6162, 11939.36, 680.296, 680.1103
530856.387, 125.6405, 11923.68, 680.3795, 680.147
530856.42, 125.6804, 11912.5, 680.4247, 680.1962
530856.454, 125.6331, 11909.51, 680.3006, 680.1674
530856.487, 125.619, 11910.07, 680.3326, 680.2228
530856.52, 125.6396, 11917.12, 679.8181, 679.9994
530856.554, 125.7202, 11924.63, 679.3638, 679.7608
530856.587, 125.7752, 11932.86, 678.9885, 679.5262
530856.62, 125.8142, 11941.13, 678.7923, 679.3318
530856.654, 125.9162, 11944.02, 678.7446, 679.1832
530856.687, 125.9583, 11948.19, 678.6611, 678.9682
530856.72, 126.0316, 11950.79, 678.6285, 678.7788
530856.754, 126.0161, 11954.66, 678.8311, 678.7106
530856.787, 125.9731, 11959.24, 678.8442, 678.5671
530856.82, 125.9264, 11961.75, 679.1088, 678.6066
530856.854, 125.9321, 11964.92, 678.9464, 678.5208
530856.887, 125.9142, 11967.89, 678.8764, 678.5026
530856.92, 125.9003, 11966, 679.0702, 678.6473
530856.954, 125.8686, 11962.75, 678.9896, 678.6957
530856.987, 125.8212, 11960.57, 678.9426, 678.751
530857.02, 125.7449, 11952.21, 678.9088, 678.8371
530857.054, 125.6615, 11945.41, 678.8012, 678.8613
530857.087, 125.5655, 11938.08, 678.8132, 678.911
530857.12, 125.4395, 11929.46, 678.7654, 678.9196
530857.154, 125.3813, 11924.89, 678.6636, 678.863
530857.187, 125.369, 11920.41, 678.6558, 678.8159
530857.22, 125.3821, 11919.48, 678.6463, 678.7615
530857.254, 125.425, 11923.74, 678.8306, 678.7943
530857.287, 125.4838, 11929.4, 678.8895, 678.8137
530857.32, 125.538, 11932.92, 678.8934, 678.8129
530857.354, 125.5912, 11934.35, 678.5955, 678.645
530857.387, 125.5733, 11936.94, 678.5864, 678.6301
530857.42, 125.5521, 11941.7, 678.5886, 678.6302
530857.454, 125.5202, 11945.88, 678.5043, 678.5732
530857.487, 125.5043, 11945.5, 678.4584, 678.5567
530857.52, 125.4774, 11946.86, 678.4954, 678.5327
530857.554, 125.4553, 11951, 678.4899, 678.5079
530857.587, 125.4181, 11953.68, 678.2817, 678.3797
530857.62, 125.4205, 11956.42, 678.0822, 678.2217
530857.654, 125.3692, 11958.84, 677.9507, 678.1054
530857.687, 125.3265, 11958.69, 677.7668, 677.9748
530857.72, 125.319, 11962.91, 677.6186, 677.8062
530857.754, 125.2694, 11965.43, 677.3899, 677.5963
530857.787, 125.252, 11966.67, 676.9371, 677.2541
530857.82, 125.204, 11967.5, 676.9742, 677.129
530857.854, 125.1292, 11964.79, 677.051, 677.0451
530857.887, 125.0268, 11960.1, 677.2555, 677.05
530857.92, 124.9677, 11949.37, 677.282, 677.0234
530857.954, 124.9626, 11942.63, 677.3458, 677.0179
530857.987, 124.9805, 11937.11, 677.1055, 676.8636
530858.02, 125.0095, 11934.37, 677.1599, 676.8636
530858.054, 125.0514, 11934.22, 677.081, 676.8661
530858.087, 125.149, 11936.3, 677.1088, 676.9409
530858.12, 125.2096, 11939.1, 676.9666, 676.9398
530858.154, 125.2792, 11944.89, 676.9632, 676.9602
530858.187, 125.3237, 11950.14, 676.8782, 676.9348
530858.22, 125.3398, 11953.75, 676.7584, 676.8621
530858.254, 125.3736, 11958.94, 676.7256, 676.8209
530858.287, 125.4336, 11964.13, 676.5979, 676.7345
530858.32, 125.4639, 11968.9, 676.5574, 676.7076
530858.354, 125.4884, 11970.12, 676.5273, 676.6328
530858.387, 125.4601, 11977.28, 676.5078, 676.5595
530858.42, 125.481, 11980.59, 676.5092, 676.4803
530858.454, 125.4335, 11984.29, 676.3934, 676.3582
530858.487, 125.4362, 11992.55, 676.3483, 676.3221
530858.52, 125.3866, 11994.7, 676.3062, 676.2918
530858.554, 125.362, 11997.44, 676.2364, 676.2534
530858.587, 125.3174, 11997.23, 676.3038, 676.2555
530858.62, 125.2663, 11994.88, 676.2579, 676.2164
530858.654, 125.1527, 11993.35, 676.063, 676.0724
530858.687, 125.0256, 11988.79, 676.0909, 676.084
530858.72, 124.9391, 11982.11, 675.8942, 675.9658
530858.754, 124.8325, 11973.11, 675.7528, 675.876
530858.787, 124.7438, 11967.08, 675.7568, 675.8399
530858.82, 124.6717, 11965.04, 675.9871, 675.9182
530858.854, 124.6947, 11964.36, 676.0904, 675.9398
530858.887, 124.7141, 11968.53, 676.1572, 675.9603
530858.92, 124.7506, 11974, 676.246, 676.0126
530858.954, 124.7731, 11980.87, 676.2917, 676.0656
530858.987, 124.8406, 11985.82, 676.3589, 676.1677
530859.02, 124.8563, 11989.83, 676.2433, 676.1569
530859.054, 124.9002, 11993.05, 676.1342, 676.1714
530859.087, 124.9581, 11994.42, 676.2557, 676.2828
530859.12, 125.0443, 11995.75, 676.5029, 676.438
530859.154, 125.0911, 11996.18, 676.9047, 676.6819
530859.187, 125.1643, 12000.65, 677.1367, 676.8807
530859.22, 125.2114, 12002.9, 677.324, 677.0724
530859.254, 125.2745, 12006.57, 677.4001, 677.223
530859.287, 125.3248, 12010.95, 677.3702, 677.3071
530859.32, 125.3533, 12016.6, 677.2557, 677.3293
530859.354, 125.3664, 12020.53, 677.1613, 677.3854
530859.387, 125.3612, 12024.71, 677.1895, 677.4454
530859.42, 125.3315, 12026.96, 677.2348, 677.4872
530859.454, 125.267, 12024.74, 677.1982, 677.4755
530859.487, 125.1908, 12018.46, 677.3364, 677.5335
530859.52, 125.1264, 12012.72, 677.5557, 677.6204
530859.554, 125.0752, 12006.34, 677.7297, 677.6909
530859.587, 125.0505, 11999.83, 677.7769, 677.717
530859.62, 125.0167, 11994.99, 677.8275, 677.7565
530859.654, 124.9652, 11990.82, 677.9045, 677.8207
530859.687, 124.9905, 11988.32, 678.0753, 677.9191
530859.72, 125.0005, 11988.44, 678.2379, 678.0443
530859.754, 125.0194, 11989.43, 678.2856, 678.1561
530859.787, 125.0173, 11990.98, 678.105, 678.1627
530859.82, 125.0592, 11991.38, 678.2503, 678.3079
530859.854, 125.0949, 11993.73, 678.4609, 678.4606
530859.887, 125.1986, 11996.29, 678.5828, 678.5758
530859.92, 125.2784, 12001.02, 678.5544, 678.611
530859.954, 125.3191, 12003.62, 678.4341, 678.5759
530859.987, 125.3175, 12005.26, 678.4336, 678.5785
530860.02, 125.24, 12005.45, 678.384, 678.5468
530860.054, 125.2348, 12006.2, 678.4532, 678.574
530860.087, 125.1711, 12010.1, 678.5892, 678.636
530860.12, 125.1109, 12013.33, 678.4279, 678.5504
530860.154, 125.0261, 12017.66, 678.6099, 678.616
530860.187, 125.0144, 12022.98, 678.5057, 678.544
530860.22, 124.982, 12028.24, 678.5997, 678.5727
530860.254, 124.899, 12032.55, 678.476, 678.5012
530860.287, 124.9449, 12040.06, 678.4279, 678.4767
530860.32, 125.0104, 12048, 678.5613, 678.5382
530860.354, 125.0388, 12051.8, 678.4838, 678.5056
530860.387, 125.0581, 12047.7, 678.4749, 678.4843
530860.42, 125.0444, 12040.09, 678.4232, 678.4295
530860.454, 124.9953, 12025.42, 678.4097, 678.41
530860.487, 124.9134, 12010.31, 678.3865, 678.395
530860.52, 124.8593, 11995.96, 678.3571, 678.3964
530860.554, 124.8261, 11986.04, 678.4779, 678.438
530860.587, 124.8063, 11977.08, 678.4791, 678.4305
530860.62, 124.7899, 11971.87, 678.2699, 678.3008
530860.654, 124.7523, 11969.72, 678.2946, 678.2883
530860.687, 124.7072, 11968.07, 678.2944, 678.2841
530860.72, 124.6931, 11966.28, 678.4775, 678.3857
530860.754, 124.6965, 11970.62, 678.4933, 678.4149
530860.787, 124.6745, 11970.21, 678.538, 678.4312
530860.82, 124.6798, 11973, 678.4144, 678.3967
530860.854, 124.7859, 11977.22, 678.3817, 678.3712
530860.887, 124.8612, 11982.03, 678.4169, 678.3982
530860.92, 124.9896, 11986.3, 678.29, 678.3391
530860.954, 125.036, 11990.55, 678.3397, 678.3929
530860.987, 125.0658, 11994.76, 678.5046, 678.4865
530861.02, 125.0824, 11998.48, 678.5698, 678.5092
530861.054, 125.0922, 11999.8, 678.6815, 678.5577
530861.087, 125.1022, 12001.02, 678.6312, 678.5499
530861.12, 125.1191, 11997.2, 678.6078, 678.5654
530861.154, 125.129, 11993.87, 678.4634, 678.5235
530861.187, 125.0835, 11986.83, 678.4858, 678.5522
530861.22, 125.0248, 11980.6, 678.3449, 678.491
530861.254, 124.9839, 11974.64, 678.4348, 678.5292
530861.287, 124.9349, 11970.14, 678.6093, 678.5764
530861.32, 124.896, 11964.69, 678.625, 678.5792
530861.354, 124.8459, 11961.39, 678.6566, 678.605
530861.387, 124.8514, 11958.41, 678.8656, 678.7344
530861.42, 124.9706, 11956.57, 678.9011, 678.778
530861.454, 125.081, 11955.55, 678.8201, 678.7651
530861.487, 125.2147, 11957.7, 678.8434, 678.8013
530861.52, 125.303, 11961.55, 678.7897, 678.8002
530861.554, 125.3479, 11965.43, 678.7668, 678.8277
530861.587, 125.404, 11971.27, 678.7496, 678.8192
530861.62, 125.4751, 11975.77, 678.8774, 678.9048
530861.654, 125.4814, 11978.65, 678.6635, 678.823
530861.687, 125.486, 11983.61, 678.4866, 678.7144
530861.72, 125.4747, 11990.62, 678.5074, 678.6754
530861.754, 125.4462, 11996.89, 678.4636, 678.6036
530861.787, 125.428, 12002.56, 678.3452, 678.4973
530861.82, 125.4052, 12003.82, 678.6036, 678.561
530861.854, 125.455, 12009.33, 678.6625, 678.5618
530861.887, 125.436, 12012.03, 678.5919, 678.4868
530861.92, 125.4391, 12013.13, 678.5873, 678.4805
530861.954, 125.4809, 12015.08, 678.4734, 678.4123
530861.987, 125.5184, 12012.66, 678.3562, 678.3607
530862.02, 125.5103, 12009.52, 678.3884, 678.3874
530862.054, 125.4272, 12004.51, 678.1191, 678.2545
530862.087, 125.3225, 12000.21, 677.9813, 678.1559
530862.12, 125.2221, 11994.31, 677.9636, 678.1005
530862.154, 125.1268, 11984.53, 677.9834, 678.0439
530862.187, 125.1744, 11978.84, 677.9712, 677.9869
530862.22, 125.2033, 11974.31, 678.06, 678.002
530862.254, 125.2623, 11969.46, 678.2129, 678.0482
530862.287, 125.309, 11969.95, 678.2756, 678.0823
530862.32, 125.3862, 11967.57, 678.2039, 678.023
530862.354, 125.4387, 11969.49, 678.1599, 677.9963
530862.387, 125.559, 11970.65, 678.0512, 677.9931
530862.42, 125.6399, 11968.75, 677.9443, 677.9651
530862.454, 125.6494, 11966.45, 677.8009, 677.9021
530862.487, 125.7048, 11961.3, 677.6893, 677.8715
530862.52, 125.8026, 11957.85, 677.6888, 677.8486
530862.554, 125.879, 11952.47, 677.8359, 677.8729
530862.587, 125.9465, 11944.1, 677.8185, 677.826
530862.62, 126.0143, 11939.87, 677.9769, 677.8729
530862.654, 126.0602, 11934.49, 677.9489, 677.8566
530862.687, 126.0046, 11933.15, 678.0391, 677.9052
530862.72, 125.9454, 11931.22, 678.0827, 677.9132
530862.754, 125.8331, 11948.77, 678.2397, 678.0227
530862.787, 125.7468, 11968.45, 677.974, 677.9422
530862.82, 125.6907, 11985.26, 677.7534, 677.8619
530862.854, 125.6535, 11994.83, 677.4232, 677.6997
530862.887, 125.5573, 11994.07, 677.4064, 677.6736
530862.92, 125.4736, 11991.12, 676.8235, 677.3444
530862.954, 125.417, 11983.81, 676.959, 677.3065
530862.987, 125.4834, 11969.67, 676.9612, 677.1929
530863.02, 125.4952, 11958, 676.7972, 676.978
530863.054, 125.5453, 11951.41, 676.7219, 676.8015
530863.087, 125.5796, 11949.12, 676.6686, 676.6298
530863.12, 125.6381, 11949.58, 676.5062, 676.4506
530863.154, 125.6725, 11951.75, 676.5121, 676.369
530863.187, 125.7266, 11953.64, 676.543, 676.3391
530863.22, 125.8209, 11955.69, 676.3939, 676.222
530863.254, 125.8646, 11960.17, 676.2562, 676.1496
530863.287, 125.9075, 11965.32, 676.2165, 676.0894
530863.32, 125.9284, 11966.2, 676.0771, 675.9982
530863.354, 125.9792, 11964.87, 675.9308, 675.9379
530863.387, 126.0231, 11966.52, 675.7775, 675.8514
530863.42, 125.9318, 11968.23, 675.7397, 675.8162
530863.454, 125.7401, 11966.5, 675.6284, 675.6971
530863.487, 125.5112, 11967.31, 675.733, 675.6832
530863.52, 125.3235, 11968.86, 675.5596, 675.5317
530863.554, 125.2411, 11971.28, 675.4072, 675.4311
530863.587, 125.1943, 11972.95, 675.3531, 675.3243
530863.62, 125.1931, 11972.31, 675.1334, 675.2043
530863.654, 125.2552, 11971.81, 675.0808, 675.1337
530863.687, 125.3072, 11969.66, 675.1175, 675.0878
530863.72, 125.3396, 11969, 675.1981, 675.0901
530863.754, 125.3082, 11964.98, 675.1193, 675.0158
530863.787, 125.2471, 11961.41, 675.0514, 674.9608
530863.82, 125.1752, 11956.05, 675.056, 674.9498
530863.854, 125.1137, 11951.05, 674.952, 674.912
530863.887, 125.0469, 11946.94, 674.8775, 674.859
530863.92, 124.9839, 11942.91, 674.9107, 674.8713
530863.954, 124.9692, 11943.97, 674.8811, 674.8634
530863.987, 125.0969, 11944.76, 675.0105, 674.9177
530864.02, 125.1409, 11945.89, 675.1167, 674.9718
530864.054, 125.2427, 11947.47, 675.1651, 675.0091
530864.087, 125.2973, 11947.63, 675.224, 675.0884
530864.12, 125.3695, 11954.28, 675.1887, 675.1116
530864.154, 125.4406, 11958.74, 675.1992, 675.1654
530864.187, 125.4582, 11962.16, 675.0735, 675.1247
530864.22, 125.447, 11966.62, 675.0176, 675.1185
530864.254, 125.4114, 11970.03, 675.0337, 675.1357
530864.287, 125.3623, 11978.04, 674.903, 675.0604
530864.32, 125.3204, 11980.8, 674.7485, 674.9653
530864.354, 125.2521, 11982.28, 674.6229, 674.8708
530864.387, 125.2602, 11983.82, 674.5181, 674.7662
530864.42, 125.2516, 11986.21, 674.4096, 674.621
530864.454, 125.2559, 11990.12, 674.3102, 674.4852
530864.487, 125.2339, 11995.81, 674.5138, 674.502
530864.52, 125.2234, 12000.79, 674.4092, 674.3799
530864.554, 125.1513, 12003.62, 674.2529, 674.2302
530864.587, 125.1585, 12006.77, 674.2574, 674.1748
530864.62, 125.1583, 12006.45, 674.3596, 674.1962
530864.654, 125.138, 12004.6, 674.4714, 674.2568
530864.687, 125.0936, 12000.26, 674.6257, 674.3522
530864.72, 125.0879, 11994.86, 674.6851, 674.4192
530864.754, 125.0685, 11994.73, 674.6667, 674.4687
530864.787, 125.1242, 11994.89, 674.731, 674.5554
530864.82, 125.2001, 11995.68, 674.9847, 674.7385
530864.854, 125.249, 11996.38, 675.0295, 674.8587
530864.887, 125.3233, 11997.77, 674.8688, 674.8834
530864.92, 125.3879, 11999.42, 674.8798, 674.9597
530864.954, 125.4108, 12001.69, 675.0153, 675.0623
530864.987, 125.3969, 12002.97, 675.2456, 675.2128
530865.02, 125.4906, 12008.86, 675.2488, 675.2559
530865.054, 125.5612, 12010.99, 675.3909, 675.3764
530865.087, 125.6645, 12017.04, 675.6709, 675.5718
530865.12, 125.7433, 12024.07, 675.6106, 675.593
530865.154, 125.7549, 12031.19, 675.863, 675.7761
530865.187, 125.792, 12040.13, 675.9479, 675.8673
530865.22, 125.7787, 12048.22, 675.8566, 675.8889
530865.254, 125.7323, 12053.71, 675.9833, 676.0173
530865.287, 125.7939, 12059.12, 676.0631, 676.1186
530865.32, 125.8678, 12067.13, 676.3842, 676.3345
530865.354, 125.9946, 12073.25, 676.6628, 676.5582
530865.387, 126.0172, 12075.58, 676.9078, 676.7469
530865.42, 126.0161, 12078.37, 677.2184, 676.9776
530865.454, 126.0089, 12076.24, 677.3069, 677.1547
530865.487, 125.9773, 12073.45, 677.4992, 677.3679
530865.52, 125.9906, 12070.33, 677.7237, 677.6025
530865.554, 125.9742, 12063.46, 677.8513, 677.792
530865.587, 125.9381, 12058.37, 678.1243, 678.0588
530865.62, 125.9007, 12051.56, 678.3027, 678.2913
530865.654, 125.8699, 12048.22, 678.6232, 678.5732
530865.687, 125.8653, 12045.67, 678.9545, 678.8514
530865.72, 125.9475, 12047.03, 679.1072, 679.0704
530865.754, 126.017, 12047.07, 679.3292, 679.3193
530865.787, 126.1223, 12052.48, 679.7131, 679.6316
530865.82, 126.2395, 12053.61, 680.0718, 679.9624
530865.854, 126.2999, 12056.99, 680.3464, 680.2334
530865.887, 126.3063, 12055.95, 680.476, 680.4325
530865.92, 126.2802, 12058.22, 680.6032, 680.6359
530865.954, 126.3576, 12058.19, 680.5107, 680.7162
530865.987, 126.4267, 12057.22, 680.7869, 680.9709
530866.02, 126.5136, 12060.3, 680.8719, 681.1076
530866.054, 126.5736, 12063.16, 680.8683, 681.1796
530866.087, 126.6076, 12065.88, 680.9079, 681.2355
530866.12, 126.6237, 12071.53, 680.9926, 681.2598
530866.154, 126.6168, 12074.18, 681.0139, 681.2531
530866.187, 126.5799, 12077.25, 681.3277, 681.4023
530866.22, 126.5119, 12081.73, 681.7487, 681.6223
530866.254, 126.5009, 12088.97, 681.743, 681.654
530866.287, 126.5942, 12096.47, 681.7761, 681.7105
530866.32, 126.5837, 12101.97, 681.8845, 681.7884
530866.354, 126.5529, 12105.6, 681.8342, 681.8154
530866.387, 126.5384, 12107.7, 681.8871, 681.8898
530866.42, 126.4607, 12106.79, 681.7339, 681.8702
530866.454, 126.3797, 12100.55, 681.4997, 681.8019
530866.487, 126.2353, 12096.24, 681.4272, 681.7693
530866.52, 126.1711, 12087.48, 681.3847, 681.6834
530866.554, 126.1018, 12077.86, 681.5001, 681.6539
530866.587, 126.0988, 12072.61, 681.7328, 681.7291
530866.62, 126.2035, 12069.49, 681.7783, 681.6981
530866.654, 126.3523, 12068.03, 681.8871, 681.7383
530866.687, 126.4596, 12069.19, 681.8237, 681.6837
530866.72, 126.5533, 12067.91, 681.9351, 681.7182
530866.754, 126.6095, 12065.43, 681.7931, 681.6686
530866.787, 126.6818, 12063.39, 681.7338, 681.6733
530866.82, 126.7133, 12062.06, 681.7579, 681.713
530866.854, 126.7977, 12066.02, 681.8752, 681.835
530866.887, 126.8296, 12070.63, 681.9778, 681.9291
530866.92, 126.8511, 12080.35, 681.8445, 681.8491
530866.954, 126.934, 12091.4, 681.4847, 681.6791
530866.987, 127.0094, 12104.18, 681.729, 681.7924
530867.02, 127.0962, 12116.57, 681.5131, 681.6736
530867.054, 127.1752, 12123.42, 681.4246, 681.5934
530867.087, 127.2164, 12131.23, 681.3577, 681.5058
530867.12, 127.281, 12136.39, 681.2819, 681.3907
530867.154, 127.3059, 12163.61, 681.1942, 681.2744
530867.187, 127.3119, 12190, 681.2878, 681.2429
530867.22, 127.3022, 12210.67, 681.4391, 681.2846
530867.254, 127.3022, 12228.32, 681.3754, 681.2654
530867.287, 127.2946, 12235.71, 681.3442, 681.2446
