time[ms], HeartBeat(RGB), HeartBeat(IR), HeartBeat(depth), Breathing(depth)
530175740, 127.4775, 12572.21, 675.4954, 675.6523
530175793, 127.4045, 12558.79, 675.4442, 675.6282
530175793, 127.3586, 12556.05, 675.3834, 675.5862
530175845, 127.3163, 12555.32, 675.3233, 675.5205
530175898, 127.3247, 12560.97, 675.3367, 675.4677
530175898, 127.4143, 12570.01, 675.5169, 675.4915
530175950, 127.5191, 12577.88, 675.522, 675.4313
530176002, 127.6103, 12582.04, 675.6981, 675.4905
530176002, 127.6716, 12583.7, 675.6224, 675.4338
530176055, 127.7148, 12581.01, 675.8167, 675.5432
530176055, 127.7365, 12578.58, 675.7249, 675.559
530176107, 127.7388, 12577.56, 675.5594, 675.5099
530176160, 127.7639, 12570.2, 675.4434, 675.4713
530176160, 127.7784, 12571.33, 675.3864, 675.485
530176212, 127.8219, 12576.36, 675.3245, 675.4691
530176265, 127.92, 12578.75, 675.549, 675.5848
530176265, 127.8519, 12569.21, 675.6725, 675.661
530176317, 127.7912, 12572.09, 675.8255, 675.7164
530176369, 127.7043, 12574.47, 675.9412, 675.7898
530176369, 127.6153, 12574.72, 676.1401, 675.9005
530176422, 127.5178, 12563.39, 676.1378, 675.936
530176422, 127.468, 12551.56, 675.9181, 675.9023
530176474, 127.4636, 12535.98, 675.891, 675.9424
530176527, 127.4658, 12520.8, 675.7222, 675.889
530176527, 127.4829, 12507.04, 675.7793, 675.9429
530176579, 127.5554, 12493.39, 675.95, 676.0336
530176632, 127.5634, 12485.05, 676.1327, 676.127
530176632, 127.5882, 12484.37, 676.0179, 676.0872
530176684, 127.6139, 12485.35, 676.1296, 676.1278
530176736, 127.69, 12484.96, 676.2758, 676.2117
530176736, 127.7238, 12483.92, 676.5936, 676.3834
530176789, 127.7827, 12486.61, 676.6438, 676.4512
530176789, 127.8408, 12488.6, 676.6547, 676.5049
530176841, 127.8334, 12489.4, 676.6134, 676.5562
530176894, 127.8386, 12489.52, 676.5167, 676.5533
530176894, 127.8379, 12490.72, 676.3983, 676.5479
530176946, 127.8546, 12493.55, 676.3809, 676.5682
530176999, 127.8665, 12496.01, 676.4209, 676.6266
530176999, 127.8818, 12498.81, 676.3165, 676.5671
530177051, 127.8871, 12501.28, 676.4142, 676.5842
530177103, 127.9084, 12500.53, 676.7607, 676.6965
530177103, 127.9585, 12501.05, 676.8052, 676.6885
530177156, 127.9849, 12500.53, 676.7682, 676.673
530177156, 128.0075, 12509.01, 676.7739, 676.6754
530177208, 128.027, 12503.37, 676.5506, 676.5948
530177261, 127.9628, 12505.32, 676.5502, 676.6141
530177261, 127.8861, 12504.85, 676.5005, 676.5876
530177313, 127.8277, 12491.8, 676.5408, 676.5782
530177366, 127.7899, 12485.54, 676.6837, 676.6727
530177366, 127.7462, 12470.05, 676.8909, 676.7875
530177418, 127.7481, 12452.81, 676.861, 676.7876
530177470, 127.7764, 12452.03, 676.894, 676.8192
530177470, 127.8025, 12458.62, 676.7769, 676.7762
530177523, 127.8714, 12464.45, 676.8821, 676.8402
530177523, 127.9795, 12468.79, 676.8124, 676.8293
530177575, 128.0641, 12472.17, 677.0519, 676.9593
530177628, 128.1376, 12475.99, 677.0684, 677.0066
530177628, 128.168, 12493.44, 677.1461, 677.0795
530177680, 128.1694, 12517.14, 677.1658, 677.0989
530177733, 128.1815, 12524.45, 677.338, 677.2305
530177733, 128.1494, 12540.84, 677.3431, 677.3168
530177785, 128.1286, 12553.98, 677.4476, 677.4073
530177837, 128.1279, 12562.42, 677.2919, 677.3713
530177837, 128.112, 12555.98, 677.2133, 677.3435
530177890, 128.0814, 12546.53, 677.0897, 677.2756
530177890, 128.0788, 12532.66, 677.1665, 677.2981
530177942, 128.0561, 12523.97, 677.03, 677.218
530177995, 128.0237, 12517.39, 676.5679, 676.9514
530177995, 127.9422, 12510.87, 676.2595, 676.7299
530178047, 127.9015, 12503.34, 676.2686, 676.6113
530178100, 127.8305, 12498.73, 676.293, 676.4794
530178100, 127.7902, 12502.72, 676.1489, 676.2733
530178152, 127.7879, 12505.84, 676.2195, 676.1904
530178205, 127.7494, 12494.17, 676.3452, 676.1667
530178205, 127.7289, 12487.83, 676.6862, 676.2697
530178257, 127.744, 12476.03, 676.7059, 676.2659
530178257, 127.7107, 12480.89, 676.6915, 676.28
530178309, 127.703, 12483.05, 676.7382, 676.3896
530178362, 127.6843, 12486.73, 676.7554, 676.4818
530178362, 127.6704, 12491.73, 676.7466, 676.5681
530178414, 127.6296, 12496.15, 676.6196, 676.5895
530178467, 127.6289, 12499.68, 676.3666, 676.551
530178467, 127.6696, 12504.12, 676.2325, 676.496
530178519, 127.7031, 12503.79, 676.0565, 676.3973
530178572, 127.7974, 12503.82, 675.8591, 676.241
530178572, 127.8282, 12503.27, 675.645, 676.079
530178624, 127.8387, 12509.61, 675.5221, 675.8915
530178624, 127.8229, 12505.44, 675.7307, 675.8226
530178676, 127.8202, 12500.98, 675.5494, 675.6007
530178729, 127.7563, 12497.71, 675.5701, 675.5117
530178729, 127.6413, 12494.43, 675.7993, 675.5483
530178781, 127.5145, 12488.57, 675.4485, 675.3087
530178834, 127.4493, 12484.14, 675.0377, 675.061
530178834, 127.3967, 12479, 674.6106, 674.7993
530178886, 127.3463, 12479.86, 674.6156, 674.7575
530178886, 127.3343, 12479.72, 674.4477, 674.5883
530178939, 127.2884, 12471.45, 674.5015, 674.5348
530178991, 127.2733, 12457.17, 674.9123, 674.6693
530178991, 127.2696, 12453, 674.9485, 674.6682
530179043, 127.3567, 12451.91, 675.1484, 674.7402
530179096, 127.4287, 12438.79, 675.2466, 674.7808
530179096, 127.525, 12428.63, 675.2354, 674.8531
530179148, 127.5418, 12415.4, 675.2057, 674.9416
530179201, 127.5542, 12403.11, 675.0971, 674.9827
530179201, 127.5402, 12388.09, 674.9269, 674.9493
530179253, 127.5262, 12376.49, 675.0482, 675.0837
530179253, 127.4884, 12375.45, 675.2411, 675.2383
530179306, 127.4333, 12379.83, 675.4049, 675.3763
530179358, 127.3473, 12389.41, 675.6768, 675.5667
530179358, 127.3675, 12399.27, 675.6135, 675.6027
530179410, 127.3506, 12401.39, 675.7116, 675.7202
530179463, 127.4089, 12402.05, 675.4618, 675.5883
530179463, 127.451, 12398.89, 675.088, 675.3831
530179515, 127.4752, 12409.59, 674.8643, 675.2466
530179568, 127.4857, 12414.41, 674.6776, 675.1382
530179568, 127.4967, 12418.26, 674.584, 674.9863
530179620, 127.4032, 12422.24, 674.3232, 674.7467
530179620, 127.3496, 12421.21, 674.2622, 674.6005
530179673, 127.2588, 12415.49, 674.0587, 674.3176
530179725, 127.2113, 12406.16, 673.6304, 673.95
530179725, 127.2687, 12399.09, 673.3846, 673.6304
530179777, 127.324, 12393.87, 673.0934, 673.3181
530179830, 127.3576, 12394.49, 673.0479, 673.1253
530179830, 127.3787, 12395.65, 673.069, 672.9548
530179882, 127.4491, 12390.43, 673.0621, 672.7976
530179935, 127.5628, 12365.83, 673.0825, 672.7277
530179935, 127.5327, 12360.73, 672.7942, 672.5393
530179987, 127.4566, 12375.67, 672.4868, 672.3307
530179987, 127.4192, 12389.91, 672.1497, 672.1435
530180040, 127.4764, 12400.55, 671.7634, 671.9002
530180092, 127.5501, 12388.78, 671.3014, 671.5981
530180092, 127.5897, 12376.51, 670.8502, 671.2324
530180144, 127.5837, 12384.04, 670.6445, 670.9453
530180197, 127.5458, 12389.24, 670.4855, 670.6914
530180197, 127.6096, 12391.32, 670.4202, 670.4817
530180249, 127.502, 12390.53, 670.2846, 670.2366
530180302, 127.3339, 12390.65, 669.8703, 669.8651
530180302, 127.1279, 12394.61, 669.6326, 669.5958
530180354, 127.0407, 12396.71, 669.5757, 669.4046
530180354, 127.0089, 12394.25, 669.2287, 669.0867
530180407, 126.977, 12383.74, 668.6801, 668.7051
530180459, 126.9476, 12375.74, 667.9581, 668.2208
530180459, 126.9361, 12375.92, 667.4114, 667.7939
530180511, 126.9103, 12375.83, 666.9686, 667.3804
530180564, 127.0246, 12375.99, 666.4834, 666.9057
530180564, 127.0918, 12379.26, 666.1849, 666.5102
530180616, 127.191, 12383.28, 665.9108, 666.105
530180669, 127.2872, 12392.02, 665.8216, 665.7765
530180669, 127.3396, 12400.96, 665.9654, 665.5895
530180721, 127.3703, 12410.56, 666.0356, 665.4473
530180721, 127.3855, 12425.15, 666.0676, 665.3551
530180774, 127.4004, 12440.27, 666.1176, 665.3547
530180826, 127.4275, 12456.99, 666.16, 665.416
530180826, 127.4574, 12472.89, 666.1268, 665.4872
530180878, 127.5096, 12493.59, 665.929, 665.52
530180931, 127.5038, 12505.07, 665.7654, 665.5541
530180931, 127.4643, 12513.46, 665.5616, 665.5517
530180983, 127.4552, 12510.91, 665.581, 665.6599
530181036, 127.3583, 12501.33, 666.0047, 665.9531
530181036, 127.3634, 12482.36, 666.2159, 666.1116
530181088, 127.3742, 12460.88, 666.373, 666.2295
530181088, 127.472, 12443.97, 667.0077, 666.5921
530181141, 127.5186, 12429.85, 667.4938, 666.9449
530181193, 127.5652, 12419.95, 667.8973, 667.3115
530181193, 127.5889, 12417.25, 668.2247, 667.6845
530181245, 127.6073, 12418.55, 668.43, 668.04
530181298, 127.571, 12423.79, 668.9129, 668.5555
530181298, 127.5679, 12432.02, 669.3068, 669.0358
530181350, 127.5115, 12448.08, 669.8119, 669.5751
530181403, 127.4887, 12461.93, 670.1768, 670.0715
530181403, 127.4844, 12477.16, 670.7413, 670.6608
530181455, 127.5204, 12490.57, 671.3814, 671.2495
530181455, 127.4274, 12501.39, 671.6183, 671.6444
530181508, 127.3247, 12512.16, 671.9363, 672.0552
530181560, 127.2859, 12520.95, 672.239, 672.4291
530181560, 127.2526, 12541.26, 672.9051, 672.9814
530181612, 127.1816, 12559.92, 673.7034, 673.5839
530181665, 127.1441, 12577.37, 674.4404, 674.2128
530181665, 127.1163, 12588.2, 674.8583, 674.7078
530181717, 127.1567, 12598.87, 675.2929, 675.1863
530181770, 127.1942, 12603.99, 675.6913, 675.6361
530181770, 127.2439, 12607.77, 676.1178, 676.149
530181822, 127.2453, 12609.17, 676.4738, 676.624
530181822, 127.2185, 12606.53, 676.7207, 677.0012
530181875, 127.1446, 12600.67, 677.2197, 677.471
530181927, 127.0821, 12594.99, 677.8762, 677.9699
530181927, 126.9435, 12584.37, 678.5226, 678.4935
530181979, 126.8322, 12574.3, 678.945, 678.9035
530182032, 126.5687, 12567.09, 679.4091, 679.3719
530182032, 126.5055, 12546.48, 679.8415, 679.811
530182084, 126.4952, 12527.95, 680.2914, 680.2756
530182137, 126.5294, 12513.65, 680.442, 680.5625
530182137, 126.6471, 12505.31, 680.592, 680.8027
530182189, 126.8219, 12501.21, 680.5169, 680.9326
530182189, 126.8088, 12496.75, 680.3562, 680.9562
530182242, 126.8852, 12498.63, 680.4205, 681.069
530182294, 127.072, 12499.55, 680.6097, 681.1965
530182294, 127.0691, 12504.18, 680.642, 681.2037
530182346, 127.1573, 12508.96, 680.5638, 681.0709
530182399, 127.2282, 12512.6, 680.4793, 680.9154
530182399, 127.3062, 12515.85, 680.2873, 680.678
530182451, 127.2161, 12522.36, 679.9133, 680.3574
530182504, 127.1504, 12527.01, 679.7144, 680.0942
530182504, 127.1177, 12532.1, 679.2413, 679.6827
530182556, 126.9985, 12537.85, 678.8568, 679.3159
530182556, 126.9245, 12545.91, 678.9073, 679.1278
530182609, 126.9723, 12552.05, 678.8832, 678.8997
530182661, 127.002, 12554.25, 679.4525, 679.0116
530182661, 127.029, 12557.17, 679.6465, 679.0294
530182713, 127.0251, 12555.02, 680.0149, 679.1948
530182766, 126.9937, 12550.66, 680.105, 679.2979
530182766, 126.8636, 12546.43, 680.3582, 679.5252
530182818, 126.765, 12537.4, 680.5292, 679.7671
530182871, 126.6849, 12527.14, 680.5334, 679.9798
530182871, 126.6064, 12514.59, 680.3416, 680.0972
530182923, 126.5463, 12520.76, 680.379, 680.3178
530182923, 126.6023, 12530.51, 680.4053, 680.5237
530182976, 126.6524, 12540.28, 680.6673, 680.7523
530183028, 126.7479, 12548.09, 680.9304, 680.9936
530183028, 126.8477, 12552.19, 681.1151, 681.1643
530183080, 126.9184, 12550.07, 681.377, 681.3687
530183133, 126.9875, 12547.56, 681.3867, 681.4064
530183133, 126.9683, 12544.64, 681.2279, 681.3651
530183185, 126.9216, 12543.37, 681.0151, 681.2599
530183238, 126.8356, 12545.91, 680.76, 681.1379
530183238, 126.7698, 12551.87, 680.6641, 681.0752
530183290, 126.7758, 12559.26, 680.7202, 681.0532
530183290, 126.9253, 12568.9, 680.727, 681.0222
530183343, 127.0441, 12578.72, 680.6807, 680.8975
530183395, 127.0104, 12583.36, 680.632, 680.7894
530183395, 126.982, 12588.4, 680.5367, 680.627
530183447, 127.0819, 12593.06, 680.7346, 680.6716
530183500, 127.1853, 12597.52, 680.8978, 680.7159
530183500, 127.1391, 12598.14, 680.8654, 680.6724
530183552, 127.0622, 12593.68, 680.6955, 680.5598
530183605, 126.9542, 12590.27, 680.6883, 680.5513
530183605, 126.8933, 12587.37, 680.6684, 680.544
530183657, 126.962, 12581.97, 680.9135, 680.7136
530183657, 126.8695, 12572.79, 680.9886, 680.8259
530183710, 126.7481, 12561.42, 680.7677, 680.7743
530183762, 126.6627, 12551.42, 680.8556, 680.8699
530183762, 126.6356, 12542.73, 680.5232, 680.6781
530183814, 126.6133, 12538.66, 680.3377, 680.5446
530183867, 126.5862, 12537.58, 680.4008, 680.5504
530183867, 126.6331, 12537, 680.5207, 680.5934
530183919, 126.6649, 12538.15, 680.8075, 680.7188
530183972, 126.7494, 12543.88, 681.2079, 680.9231
530183972, 126.8109, 12550.6, 680.9839, 680.7922
530184024, 126.8494, 12556.74, 680.926, 680.7673
530184024, 126.9055, 12564.1, 681.1458, 680.9269
530184077, 126.9445, 12569.88, 680.977, 680.8862
530184129, 127.039, 12573.68, 680.7818, 680.9011
530184129, 127.0924, 12575.89, 680.7501, 680.9335
530184181, 127.0875, 12578.41, 680.6862, 680.8815
530184234, 127.102, 12582.54, 680.6998, 680.8475
530184234, 127.091, 12582.31, 680.7624, 680.8448
530184286, 127.12, 12584.83, 680.7223, 680.7925
530184286, 127.147, 12587.67, 680.8395, 680.8928
530184339, 127.1703, 12591.29, 680.8711, 680.8818
530184391, 127.1499, 12593.35, 680.9042, 680.8268
530184391, 127.1572, 12591.84, 680.9306, 680.8475
530184444, 127.1055, 12584.22, 680.8235, 680.7545
530184496, 127.1411, 12574.63, 680.9542, 680.8198
530184496, 127.2031, 12563.7, 680.9479, 680.8672
530184548, 127.1412, 12552.72, 680.8721, 680.8721
530184601, 127.1728, 12541.19, 680.7188, 680.8296
530184601, 127.1876, 12533.84, 680.8441, 680.9132
530184653, 127.1123, 12528.7, 680.6244, 680.7396
530184653, 127.029, 12524.5, 680.7191, 680.7794
530184706, 127.0004, 12522.09, 680.4847, 680.6687
530184758, 126.9615, 12517.97, 680.4037, 680.5629
530184758, 126.9661, 12514.5, 680.1924, 680.4038
530184811, 127.0122, 12511.28, 679.9769, 680.209
530184863, 127.0603, 12505.72, 679.8707, 680.0587
530184863, 127.1219, 12503.07, 679.8099, 679.9393
530184915, 127.1776, 12497.91, 680.0919, 680.0019
530184968, 127.2041, 12492.85, 679.9955, 679.866
530184968, 127.2137, 12491.97, 679.7321, 679.7077
530185020, 127.256, 12490.05, 679.571, 679.5437
530185020, 127.248, 12487.84, 679.4654, 679.4451
530185073, 127.2445, 12486.14, 679.243, 679.2858
530185125, 127.2302, 12488.02, 679.0377, 679.1319
530185125, 127.289, 12487.69, 679.2614, 679.2168
530185178, 127.4619, 12488.49, 679.1778, 679.1246
530185230, 127.6049, 12483.65, 679.1605, 679.0571
530185230, 127.6578, 12476.31, 679.0815, 678.9467
530185282, 127.657, 12468.37, 678.876, 678.8474
530185335, 127.6227, 12471.88, 678.4474, 678.5919
530185335, 127.5515, 12474.97, 678.0167, 678.3341
530185387, 127.4492, 12475.1, 677.8354, 678.1295
530185387, 127.3636, 12476.15, 677.5354, 677.8723
530185440, 127.2735, 12475.1, 677.5015, 677.7067
530185492, 127.2287, 12472.82, 677.3405, 677.442
530185492, 127.1888, 12457.43, 677.523, 677.4126
530185545, 127.1491, 12440.39, 677.7391, 677.4262
530185597, 127.1784, 12439.31, 677.4716, 677.2482
530185597, 127.2058, 12443.34, 677.1187, 676.9883
530185649, 127.1811, 12438.33, 676.7814, 676.7602
530185702, 127.2, 12448.78, 676.3844, 676.5043
530185702, 127.2126, 12459.12, 676.2271, 676.3512
530185754, 127.2324, 12470.34, 676.2419, 676.2843
530185754, 127.1217, 12475.7, 675.9977, 676.082
530185807, 127.0169, 12476.65, 675.7674, 675.9169
530185859, 126.894, 12472.88, 675.5875, 675.6804
530185859, 126.8092, 12469.69, 675.3362, 675.4215
530185912, 126.7894, 12469.19, 675.1318, 675.2167
530185964, 126.7688, 12467.54, 674.8755, 674.9758
530185964, 126.7969, 12466.82, 674.6241, 674.706
530186016, 126.7209, 12466.48, 674.7095, 674.6207
530186069, 126.7351, 12466.82, 674.8777, 674.602
530186069, 126.7599, 12466.18, 674.8272, 674.4865
530186121, 126.7386, 12460.76, 674.4321, 674.2693
530186121, 126.7214, 12450.52, 674.2053, 674.1186
530186174, 126.7474, 12440.68, 674.007, 674.0236
530186226, 126.7927, 12428.69, 673.5999, 673.7935
530186226, 126.7852, 12421.1, 673.1392, 673.4531
530186279, 126.7802, 12415.96, 672.9278, 673.2274
530186331, 126.8125, 12415.51, 672.6194, 672.9395
530186331, 126.8143, 12415.28, 672.4329, 672.6605
530186383, 126.864, 12419.99, 672.2635, 672.407
530186436, 126.995, 12427.6, 672.2585, 672.2661
530186436, 127.0843, 12433.55, 672.3538, 672.1732
530186488, 127.1264, 12443.66, 672.8214, 672.2939
530186488, 127.1389, 12452.17, 672.8497, 672.2513
530186541, 127.1647, 12459.03, 673.0066, 672.347
530186593, 127.2878, 12467.62, 673.054, 672.4543
530186593, 127.3651, 12473.85, 673.3175, 672.6899
530186646, 127.4543, 12484.65, 673.4054, 672.905
530186698, 127.4955, 12493.49, 673.6384, 673.2463
530186698, 127.5177, 12487.94, 673.6898, 673.4929
530186750, 127.4985, 12482.51, 673.3026, 673.4529
530186803, 127.4542, 12476.77, 672.7659, 673.2616
530186803, 127.3533, 12468.57, 672.4373, 673.1135
530186855, 127.266, 12459, 672.0134, 672.8861
530186855, 127.147, 12447.81, 672.081, 672.7947
530186908, 127.1125, 12441.09, 672.3014, 672.7488
530186960, 127.0201, 12433.79, 672.7138, 672.7919
530186960, 126.9513, 12427.29, 673.5402, 673.0667
530187013, 126.8997, 12421.82, 674.2951, 673.3776
530187065, 126.8674, 12419.13, 674.7378, 673.6606
530187065, 126.8607, 12417.79, 674.9926, 674.002
530187117, 126.8912, 12417.98, 675.575, 674.5995
530187170, 126.9438, 12420.66, 676.0291, 675.2014
530187170, 126.9799, 12420.18, 676.3361, 675.7345
530187222, 127.0034, 12418.33, 676.7336, 676.3303
530187222, 127.0655, 12419.01, 677.0369, 676.8773
530187275, 127.0517, 12418.94, 677.3073, 677.3976
530187327, 127.0841, 12422.69, 677.5884, 677.8429
530187327, 127.1367, 12426.45, 677.7549, 678.2088
530187380, 127.157, 12430.67, 677.8421, 678.4588
530187432, 127.1547, 12445.73, 677.9756, 678.6166
530187432, 127.1463, 12459.21, 678.3403, 678.8069
530187484, 127.1411, 12473.26, 678.6392, 678.98
530187537, 127.2016, 12484.59, 678.9274, 679.1431
530187537, 127.2332, 12496.77, 679.2106, 679.3292
530187589, 127.2817, 12486.83, 679.3602, 679.4554
530187589, 127.3157, 12472.11, 679.6178, 679.6487
530187642, 127.3021, 12456.34, 679.6309, 679.7505
530187694, 127.3019, 12440.73, 679.5974, 679.7991
530187694, 127.275, 12442.56, 679.5223, 679.7957
530187747, 127.1646, 12429.67, 679.6679, 679.8948
530187799, 127.1183, 12415.82, 679.9775, 680.095
530187799, 127.0847, 12423.17, 680.3586, 680.321
530187851, 127.065, 12432.52, 680.743, 680.5571
530187904, 127.0485, 12442.41, 681.1738, 680.8501
530187904, 127.0905, 12443.56, 681.6308, 681.1904
530187956, 127.0793, 12440.92, 681.9068, 681.4645
530187956, 127.0971, 12435.14, 682.0587, 681.7243
530188009, 127.1794, 12432.96, 682.0406, 681.906
530188061, 127.2441, 12433.21, 682.1333, 682.1385
530188061, 127.282, 12426.38, 682.0695, 682.262
530188114, 127.4555, 12422.13, 682.3632, 682.5452
530188166, 127.5692, 12425.5, 682.327, 682.6293
530188166, 127.668, 12412.74, 682.2748, 682.6665
530188218, 127.7067, 12402.72, 682.5167, 682.808
530188271, 127.6973, 12392.99, 682.7794, 682.9331
530188271, 127.6931, 12386.98, 683.0815, 683.1003
530188323, 127.6115, 12385.93, 683.2141, 683.1654
530188323, 127.5315, 12395.61, 683.2175, 683.1815
530188376, 127.4768, 12405.59, 683.2375, 683.1996
530188428, 127.2856, 12415.92, 683.1302, 683.1907
530188428, 127.2237, 12430.93, 683.1212, 683.2061
530188481, 127.1884, 12440.63, 682.9619, 683.1749
530188533, 127.2124, 12443.8, 683.0332, 683.2339
530188533, 127.1858, 12446.18, 683.0451, 683.2274
530188585, 127.1855, 12443.35, 682.9275, 683.1409
530188638, 127.147, 12433.7, 683.0024, 683.116
530188638, 127.0746, 12426.12, 683.1179, 683.1284
530188690, 127.0268, 12418.14, 683.2231, 683.1432
530188690, 126.9969, 12410.01, 683.2493, 683.1414
530188743, 126.9531, 12405.15, 683.3032, 683.1557
530188795, 126.9117, 12405.74, 683.3012, 683.1747
530188795, 126.9906, 12409.93, 683.7547, 683.4115
530188848, 127.0929, 12415.4, 683.791, 683.4691
530188900, 127.1654, 12422.48, 683.8265, 683.5909
530188900, 127.2322, 12428.66, 683.7686, 683.675
530188952, 127.2564, 12431.79, 684.0234, 683.8972
530189005, 127.2532, 12437.58, 683.7855, 683.8473
530189005, 127.1906, 12439.75, 683.6393, 683.8199
530189057, 127.1402, 12443.07, 683.5318, 683.7982
530189057, 127.145, 12448.5, 683.6221, 683.8417
530189110, 127.1288, 12452.61, 683.5367, 683.784
530189162, 127.2636, 12455.64, 683.7294, 683.8096
530189162, 127.314, 12456.31, 683.7527, 683.8107
530189215, 127.368, 12461.52, 683.7422, 683.7619
530189267, 127.4304, 12480.59, 683.7692, 683.7293
530189267, 127.4753, 12490.42, 683.4821, 683.5425
530189319, 127.4854, 12499.42, 683.425, 683.513
530189372, 127.4832, 12495.04, 683.4236, 683.4868
530189372, 127.4465, 12499.53, 683.4656, 683.4705
530189424, 127.4151, 12492.82, 683.545, 683.4762
530189424, 127.3765, 12477.5, 683.6838, 683.5433
530189477, 127.4049, 12458.87, 683.5192, 683.4808
530189529, 127.3471, 12432.6, 683.2734, 683.3301
530189529, 127.2666, 12416.33, 683.0485, 683.1959
530189582, 127.2386, 12408.15, 683.1449, 683.2131
530189634, 127.1967, 12402.99, 683.1404, 683.2228
530189634, 127.1905, 12399.88, 683.048, 683.0993
530189686, 127.175, 12396.63, 683.1588, 683.1037
530189686, 127.1785, 12395.73, 683.1818, 683.0804
530189739, 127.2178, 12394.7, 683.1691, 683.0587
530189791, 127.2493, 12393.23, 683.177, 683.0368
530189791, 127.3125, 12392.86, 683.3321, 683.1566
530189844, 127.3553, 12391.16, 683.1808, 683.1175
530189896, 127.36, 12390.58, 683.2838, 683.1898
530189896, 127.4446, 12389.09, 683.2636, 683.1804
530189949, 127.4406, 12390.65, 683.038, 683.0581
530190001, 127.463, 12391.31, 682.9158, 683.0313
530190001, 127.492, 12393.9, 682.6707, 682.9017
530190053, 127.4886, 12395.48, 682.5665, 682.8295
530190053, 127.5206, 12399.15, 682.4402, 682.7222
530190106, 127.5716, 12401.13, 682.5237, 682.6949
